Sender;Ngram;Count
Maverick SOB;('b', 'u', 's');2
Maverick SOB;('u', 's', 'i');1
Maverick SOB;('s', 'i', 'n');1
Maverick SOB;('e', 's', 's');2
Maverick SOB;('s', 's', ' ');1
Maverick SOB;('w', 'i', 't');2
Maverick SOB;('i', 't', 'h');2
Maverick SOB;('t', 'h', ' ');2
Maverick SOB;('h', ' ', 'y');1
Maverick SOB;('u', ' ', 'Y');1
Maverick SOB;('a', 'b', 's');1
Maverick SOB;('b', 's', 'o');1
Maverick SOB;('s', 'o', 'l');1
Maverick SOB;('o', 'l', 'u');1
Maverick SOB;('l', 'u', 't');1
Maverick SOB;('t', 'e', 'l');1
Maverick SOB;('e', 'l', 'y');1
Maverick SOB;('y', ' ', 'W');1
Maverick SOB;(' ', 'W', 'o');1
Maverick SOB;('W', 'o', 'w');1
Maverick SOB;('w', ' ', 'r');1
Maverick SOB;('l', 'y', '?');2
Maverick SOB;('y', '?', '?');2
Maverick SOB;('?', '?', '\\');1
Maverick SOB;('?', '\\', 'n');1
Maverick SOB;('\\', 'n', 'O');1
Maverick SOB;('n', 'O', 'K');1
Maverick SOB;(' ', 'l', 'e');6
Maverick SOB;('l', 'e', 't');4
Maverick SOB;('h', 'e', 'c');1
Maverick SOB;('e', 'c', 'k');1
Maverick SOB;('k', ' ', 'Γ');1
Maverick SOB;(' ', 'Γ', '£');1
Maverick SOB;('Γ', '£', 'ö');1
Maverick SOB;('£', 'ö', ' ');1
Maverick SOB;('ö', ' ', 'G');1
Maverick SOB;('d', ' ', 'd');1
Maverick SOB;(' ', 'd', 'a');2
Maverick SOB;('d', 'a', 'm');1
Maverick SOB;('a', 'm', 'n');3
Maverick SOB;('m', 'n', '.');2
Maverick SOB;('n', '.', ' ');3
Maverick SOB;('l', ' ', 'p');1
Maverick SOB;(' ', 'p', 'u');1
Maverick SOB;('p', 'u', 't');1
Maverick SOB;('t', ' ', 'a');3
Maverick SOB;('a', 'n', 'o');1
Maverick SOB;('n', 'o', 't');3
Maverick SOB;('r', ' ', 'c');1
Maverick SOB;('l', ' ', 'i');4
Maverick SOB;('i', 'n', '.');1
Maverick SOB;('n', ' ', 'A');2
Maverick SOB;(' ', 'A', 'r');1
Maverick SOB;('A', 'r', 'e');1
Maverick SOB;('w', 'a', 't');1
Maverick SOB;('a', 't', 'c');1
Maverick SOB;('t', 'c', 'h');1
Maverick SOB;('c', 'h', 'i');1
Maverick SOB;('g', ' ', 'm');2
Maverick SOB;('e', ' ', '?');1
Maverick SOB;(' ', '?', '?');2
Maverick SOB;('K', ' ', 'o');2
Maverick SOB;(' ', 'o', 'k');2
Maverick SOB;('k', ' ', 'S');1
Maverick SOB;(' ', 'S', 'o');2
Maverick SOB;('S', 'o', ' ');2
Maverick SOB;('u', ' ', 's');3
Maverick SOB;('t', 'i', 'l');3
Maverick SOB;('l', ' ', 'w');1
Maverick SOB;('s', 't', 'u');1
Maverick SOB;('t', 'u', 'f');1
Maverick SOB;('u', 'f', 'f');1
Maverick SOB;('f', 'f', '?');1
Maverick SOB;('f', '?', '?');1
Maverick SOB;('k', ' ', 'w');1
Maverick SOB;(' ', 'w', 'o');2
Maverick SOB;('w', 'o', 'r');2
Maverick SOB;('o', 'r', 'k');2
Maverick SOB;('r', 'k', 'i');1
Maverick SOB;('g', ' ', 'o');1
Maverick SOB;('n', ' ', 'i');1
Maverick SOB;('t', ' ', 'n');4
Maverick SOB;('n', ' ', 'Y');2
Maverick SOB;('K', ' ', 'm');1
Maverick SOB;('I', ' ', 'g');1
Maverick SOB;(' ', 'g', 'o');5
Maverick SOB;('g', 'o', 't');3
Maverick SOB;('o', 't', ' ');5
Maverick SOB;('s', 's', 'a');1
Maverick SOB;('s', 'a', 'g');2
Maverick SOB;('g', 'e', ' ');2
Maverick SOB;(' ', 'A', ' ');1
Maverick SOB;('A', ' ', 'p');1
Maverick SOB;('e', ' ', 'h');5
Maverick SOB;('h', 'a', 's');1
Maverick SOB;('a', 'r', 'r');1
Maverick SOB;('r', 'r', 'i');1
Maverick SOB;('r', 'i', 'v');1
Maverick SOB;('v', 'e', 'd');1
Maverick SOB;('d', '.', '.');1
Maverick SOB;('i', 'n', ' ');5
Maverick SOB;('m', 'a', 'r');1
Maverick SOB;('a', 'r', 'k');1
Maverick SOB;('r', 'k', 'e');1
Maverick SOB;('t', ' ', '?');1
Maverick SOB;(' ', 'N', 'o');3
Maverick SOB;('N', 'o', 't');1
Maverick SOB;(' ', 'a', 's');1
Maverick SOB;('s', ' ', 'b');3
Maverick SOB;(' ', 'b', 'i');1
Maverick SOB;('b', 'i', 'g');1
Maverick SOB;('i', 'g', ' ');1
Maverick SOB;('g', ' ', 'a');2
Maverick SOB;('a', ' ', 'q');1
Maverick SOB;('u', 'a', 'n');1
Maverick SOB;('n', 't', 'i');2
Maverick SOB;('t', 'i', 't');1
Maverick SOB;('t', 'y', ' ');1
Maverick SOB;('y', ' ', 'a');1
Maverick SOB;('i', 's', ' ');8
Maverick SOB;('m', 'e', '.');1
Maverick SOB;(' ', '1', '5');1
Maverick SOB;('1', '5', ',');1
Maverick SOB;('5', ',', '0');1
Maverick SOB;('0', '0', 'k');4
Maverick SOB;('0', 'k', 'r');4
Maverick SOB;('k', 'r', ' ');3
Maverick SOB;('r', ' ', 'f');2
Maverick SOB;('r', ' ', '1');1
Maverick SOB;('1', '0', '0');1
Maverick SOB;('0', ' ', 'g');1
Maverick SOB;(' ', 'g', 'r');2
Maverick SOB;('g', 'r', 'a');2
Maverick SOB;('r', 'a', 'm');1
Maverick SOB;('a', 'm', 's');1
Maverick SOB;('m', 's', ' ');1
Maverick SOB;('s', ' ', 'Y');1
Maverick SOB;('Y', 'e', 'p');1
Maverick SOB;('e', 'p', '.');1
Maverick SOB;('p', '.', ' ');2
Maverick SOB;(' ', 'W', 'i');2
Maverick SOB;('W', 'i', 'l');2
Maverick SOB;('l', ' ', 'l');2
Maverick SOB;('u', ' ', 'k');2
Maverick SOB;(' ', 'k', 'n');3
Maverick SOB;('k', 'n', 'o');3
Maverick SOB;('.', ' ', 'N');2
Maverick SOB;(' ', 'N', 'e');1
Maverick SOB;('N', 'e', 'e');1
Maverick SOB;('n', 'e', '.');2
Maverick SOB;('K', ' ', 't');1
Maverick SOB;('r', 'k', 's');1
Maverick SOB;('k', 's', '.');1
Maverick SOB;('.', ' ', ' ');3
Maverick SOB;(' ', ' ', 'S');1
Maverick SOB;('t', 'o', 'm');1
Maverick SOB;('o', 'm', 'o');1
Maverick SOB;('m', 'o', 'r');3
Maverick SOB;('o', 'r', 'r');1
Maverick SOB;('r', 'r', 'o');1
Maverick SOB;('r', 'o', 'w');1
Maverick SOB;('w', ' ', 'Y');1
Maverick SOB;('m', 'e', 't');1
Maverick SOB;('e', 't', 'i');1
Maverick SOB;('b', 'e', 't');1
Maverick SOB;('e', 't', 'w');1
Maverick SOB;('t', 'w', 'e');1
Maverick SOB;('w', 'e', 'e');1
Maverick SOB;('e', 'e', 'n');2
Maverick SOB;('e', 'n', ' ');6
Maverick SOB;('n', ' ', '6');1
Maverick SOB;(' ', '6', '.');1
Maverick SOB;('6', '.', '3');1
Maverick SOB;('.', '3', '0');1
Maverick SOB;('3', '0', '-');1
Maverick SOB;('0', '-', '7');1
Maverick SOB;('-', '7', 'p');1
Maverick SOB;('7', 'p', 'm');1
Maverick SOB;('p', 'm', '.');1
Maverick SOB;('m', '.', ' ');1
Maverick SOB;('w', ' ', 'w');1
Maverick SOB;('h', 'e', 'n');2
Maverick SOB;('I', ' ', 'l');1
Maverick SOB;('e', 'a', 'v');1
Maverick SOB;('e', ' ', 'w');1
Maverick SOB;('a', ' ', '3');1
Maverick SOB;(' ', '3', '0');1
Maverick SOB;('3', '0', ' ');1
Maverick SOB;('0', ' ', 'm');1
Maverick SOB;(' ', 'm', 'i');2
Maverick SOB;('n', ' ', 'w');1
Maverick SOB;('w', 'a', 'r');1
Maverick SOB;('a', 'r', 'n');1
Maverick SOB;('r', 'n', 'i');1
Maverick SOB;('h', ' ', '≡');1
Maverick SOB;('≡', 'ƒ', 'Æ');2
Maverick SOB;('ƒ', 'Æ', '╕');1
Maverick SOB;('Æ', '╕', ' ');1
Maverick SOB;('╕', ' ', 'G');1
Maverick SOB;('d', ' ', '≡');1
Maverick SOB;('ƒ', 'æ', 'ì');1
Maverick SOB;('æ', 'ì', ' ');1
Maverick SOB;('ì', ' ', 'O');1
Maverick SOB;('K', ' ', 'g');1
Maverick SOB;('o', 'b', 's');1
Maverick SOB;('d', ' ', 'o');1
Maverick SOB;('n', ' ', 's');1
Maverick SOB;('s', 'c', 'h');1
Maverick SOB;('h', 'e', 'd');1
Maverick SOB;('e', 'd', 'u');1
Maverick SOB;('d', 'u', 'l');1
Maverick SOB;('u', 'l', 'e');1
Maverick SOB;(' ', 'B', 'e');1
Maverick SOB;('B', 'e', ' ');1
Maverick SOB;('e', ' ', 'o');4
Maverick SOB;(' ', 'e', 'a');1
Maverick SOB;('a', 'r', 'l');1
Maverick SOB;('r', 'l', 'y');1
Maverick SOB;('y', ' ', 'A');1
Maverick SOB;(' ', 'A', 's');1
Maverick SOB;('A', 's', ' ');1
Maverick SOB;('d', ' ', 'w');1
Maverick SOB;('e', 'n', '.');1
Maverick SOB;('e', ' ', '≡');1
Maverick SOB;('ƒ', 'Æ', '░');1
Maverick SOB;('Æ', '░', ' ');1
Maverick SOB;('░', ' ', 'Y');1
Maverick SOB;('e', ' ', ':');1
Maverick SOB;(' ', ':', ')');1
Maverick SOB;(':', ')', ' ');1
Maverick SOB;(')', ' ', 'M');1
Maverick SOB;(' ', 'M', 'e');3
Maverick SOB;('M', 'e', 'e');3
Maverick SOB;(' ', 'o', 'u');3
Maverick SOB;('u', 't', 's');1
Maverick SOB;('t', 's', 'i');1
Maverick SOB;('s', 'i', 'd');1
Maverick SOB;(' ', 'b', 'a');2
Maverick SOB;('b', 'a', 'c');2
Maverick SOB;('f', ' ', 's');1
Maverick SOB;('h', 'o', 'p');1
Maverick SOB;('o', 'p', ' ');1
Maverick SOB;('p', ' ', 'M');1
Maverick SOB;('n', ' ', 'n');19
Maverick SOB;('n', ' ', 'L');2
Maverick SOB;(' ', 'L', 'i');2
Maverick SOB;('L', 'i', 'k');2
Maverick SOB;('k', 'e', 'w');1
Maverick SOB;('e', 'w', 'i');1
Maverick SOB;('w', 'i', 's');1
Maverick SOB;('i', 's', 'e');1
Maverick SOB;('s', 'e', '.');4
Maverick SOB;('.', ' ', 'C');1
Maverick SOB;(' ', 'C', 'a');1
Maverick SOB;('C', 'a', 'l');1
Maverick SOB;('l', ' ', 'a');1
Maverick SOB;('a', 'g', 'a');1
Maverick SOB;('g', 'a', 'i');1
Maverick SOB;('a', 'i', 'n');1
Maverick SOB;('n', ' ', ';');1
Maverick SOB;(' ', ';', ')');1
Maverick SOB;(';', ')', ' ');1
Maverick SOB;(')', ' ', 'H');1
Maverick SOB;(' ', 'H', 'e');1
Maverick SOB;('H', 'e', 'y');1
Maverick SOB;('e', 'y', '.');1
Maverick SOB;(' ', 'I', 'f');1
Maverick SOB;('I', 'f', ' ');1
Maverick SOB;('f', ' ', 'y');1
Maverick SOB;('u', ' ', 'h');1
Maverick SOB;('f', 'r', 'o');1
Maverick SOB;('r', 'o', 'm');1
Maverick SOB;('o', 'm', ' ');1
Maverick SOB;('m', ' ', 'G');1
Maverick SOB;('s', 'e', ',');1
Maverick SOB;(',', ' ', 'l');1
Maverick SOB;('e', ' ', 'k');1
Maverick SOB;('w', ' ', 'p');1
Maverick SOB;(' ', ' ', 'W');2
Maverick SOB;('h', 'a', 'd');1
Maverick SOB;('d', ' ', 'a');1
Maverick SOB;('a', ' ', 'd');1
Maverick SOB;(' ', 'd', 'i');1
Maverick SOB;('d', 'i', 's');1
Maverick SOB;('i', 's', 'a');1
Maverick SOB;('e', 'e', 'm');1
Maverick SOB;('e', 'm', 'e');1
Maverick SOB;('m', 'e', 'n');1
Maverick SOB;('e', 'n', 't');1
Maverick SOB;('n', 't', '.');1
Maverick SOB;(' ', 'W', 'a');3
Maverick SOB;('W', 'a', 'n');3
Maverick SOB;('d', 'o', 'e');2
Maverick SOB;('o', 'e', 's');2
Maverick SOB;('e', 's', 'n');1
Maverick SOB;('s', 'n', "'");1
Maverick SOB;("'", 't', ' ');3
Maverick SOB;('s', 't', 'a');1
Maverick SOB;('t', 'a', 'r');1
Maverick SOB;('a', 'r', 't');1
Maverick SOB;('r', 't', ' ');1
Maverick SOB;('g', ' ', 'd');1
Maverick SOB;('a', 'l', 's');1
Maverick SOB;('l', 's', ' ');2
Maverick SOB;('b', 'e', 'h');1
Maverick SOB;('e', 'h', 'i');1
Maverick SOB;('d', ' ', 'm');1
Maverick SOB;('y', ' ', 'b');1
Maverick SOB;('I', ' ', 'a');1
Maverick SOB;(' ', 'a', 'm');1
Maverick SOB;('a', 'm', ' ');2
Maverick SOB;('m', ' ', 'y');1
Maverick SOB;('o', 'u', 'r');3
Maverick SOB;('u', 'r', ' ');2
Maverick SOB;('r', ' ', 's');1
Maverick SOB;('s', 'u', 'p');1
Maverick SOB;('u', 'p', 'p');1
Maverick SOB;('p', 'p', 'l');1
Maverick SOB;('p', 'l', 'i');2
Maverick SOB;('l', 'i', 'e');1
Maverick SOB;('i', 'e', 'r');1
Maverick SOB;('K', '?', '?');2
Maverick SOB;('N', 'o', ' ');2
Maverick SOB;('a', 'n', '.');1
Maverick SOB;('.', ' ', 'D');2
Maverick SOB;(' ', 'D', 'i');1
Maverick SOB;('D', 'i', 'd');1
Maverick SOB;('i', 'd', 'n');1
Maverick SOB;('d', 'n', "'");1
Maverick SOB;('o', 't', 'i');1
Maverick SOB;('i', 'c', 'e');1
Maverick SOB;('d', 'a', 't');1
Maverick SOB;('e', ' ', 'u');2
Maverick SOB;(' ', 'u', 'n');1
Maverick SOB;('u', 'n', 't');1
Maverick SOB;('i', 'l', ' ');1
Maverick SOB;('T', 'h', 'i');1
Maverick SOB;('s', ' ', 'i');1
Maverick SOB;(' ', 'i', 's');4
Maverick SOB;('s', 't', 'r');1
Maverick SOB;('r', 'a', 'i');1
Maverick SOB;('a', 'i', 'g');1
Maverick SOB;('h', 't', ' ');3
Maverick SOB;('t', ' ', 'u');2
Maverick SOB;('p', ' ', 's');1
Maverick SOB;('s', 'e', 'r');1
Maverick SOB;('e', 'r', 'i');2
Maverick SOB;('r', 'i', 'o');2
Maverick SOB;('i', 'o', 'u');2
Maverick SOB;('o', 'u', 's');2
Maverick SOB;('u', 's', '.');1
Maverick SOB;('i', 'n', 't');1
Maverick SOB;('n', 't', 'e');1
Maverick SOB;('e', 'r', 'n');1
Maverick SOB;('r', 'n', 'a');1
Maverick SOB;('n', 'a', 'l');2
Maverick SOB;('i', 's', 's');1
Maverick SOB;('s', 's', 'u');1
Maverick SOB;('s', 'u', 'e');1
Maverick SOB;('u', 'e', 's');1
Maverick SOB;('e', 's', '.');2
Maverick SOB;('o', ' ', 'p');1
Maverick SOB;(' ', 'p', 'r');1
Maverick SOB;('p', 'r', 'o');1
Maverick SOB;('o', 'b', 'l');1
Maverick SOB;('l', 'e', 'm');1
Maverick SOB;('e', 'm', ' ');1
Maverick SOB;('m', ' ', 'f');1
Maverick SOB;('r', ' ', 'y');2
Maverick SOB;('o', 'u', ',');1
Maverick SOB;('u', ',', ' ');1
Maverick SOB;(',', ' ', 'b');1
Maverick SOB;('t', ' ', 'o');2
Maverick SOB;(' ', 't', 'a');2
Maverick SOB;('t', 'a', 'l');1
Maverick SOB;('a', 'l', 'k');1
Maverick SOB;('l', 'k', ' ');1
Maverick SOB;('e', ' ', 'O');1
Maverick SOB;('.', ' ', 'A');2
Maverick SOB;(' ', 'A', 'n');1
Maverick SOB;('A', 'n', 'd');1
Maverick SOB;(' ', 'i', 'f');1
Maverick SOB;('i', 'f', ' ');1
Maverick SOB;('f', ' ', 'h');2
Maverick SOB;('s', ' ', 'r');1
Maverick SOB;('e', 'a', 'c');1
Maverick SOB;('a', 'c', 'h');1
Maverick SOB;('h', ' ', 'o');2
Maverick SOB;('u', 't', ',');1
Maverick SOB;('t', ',', ' ');1
Maverick SOB;(',', ' ', 'd');1
Maverick SOB;('l', 'i', 's');1
Maverick SOB;('i', 's', 't');1
Maverick SOB;('s', 't', 'e');1
Maverick SOB;('t', 'e', 'n');1
Maverick SOB;('o', ' ', 'a');2
Maverick SOB;(' ', 'h', 'i');1
Maverick SOB;('s', ' ', 'n');1
Maverick SOB;('n', 'o', 'n');1
Maverick SOB;('o', 'n', 's');1
Maverick SOB;('n', 's', 'e');2
Maverick SOB;('s', 'e', 'n');1
Maverick SOB;(' ', 'G', 'u');1
Maverick SOB;('G', 'u', 'y');1
Maverick SOB;('u', 'y', ' ');2
Maverick SOB;('y', ' ', 'i');1
Maverick SOB;(' ', 'a', 'c');1
Maverick SOB;('a', 'c', 't');1
Maverick SOB;('c', 't', 'i');1
Maverick SOB;('t', 'i', 'n');1
Maverick SOB;('e', ' ', 'f');2
Maverick SOB;('f', 'o', 'o');1
Maverick SOB;('o', 'o', 'l');2
Maverick SOB;('o', 'l', ' ');1
Maverick SOB;('l', ' ', 'r');1
Maverick SOB;('w', ' ', 'a');1
Maverick SOB;('a', 'l', 'r');1
Maverick SOB;('l', 'r', 'i');1
Maverick SOB;('t', ' ', '≡');1
Maverick SOB;('≡', 'ƒ', 'Ö');1
Maverick SOB;('ƒ', 'Ö', 'ä');1
Maverick SOB;('Ö', 'ä', ' ');1
Maverick SOB;('ä', ' ', 'S');1
Maverick SOB;(' ', 'S', 'u');1
Maverick SOB;('S', 'u', 'r');1
Maverick SOB;(' ', 'D', 'u');1
Maverick SOB;('D', 'u', 'd');2
Maverick SOB;('u', 'd', 'e');2
Maverick SOB;('d', 'e', '.');1
Maverick SOB;(' ', 'A', 'l');1
Maverick SOB;('A', 'l', 'l');1
Maverick SOB;('s', ' ', 'g');1
Maverick SOB;('g', 'o', 'o');1
Maverick SOB;('o', 'd', '.');1
Maverick SOB;('.', ' ', 'R');1
Maverick SOB;(' ', 'R', 'e');1
Maverick SOB;('R', 'e', 'l');1
Maverick SOB;('e', 'l', 'a');1
Maverick SOB;('l', 'a', 'x');1
Maverick SOB;('a', 'x', '.');1
Maverick SOB;('x', '.', ' ');1
Maverick SOB;('t', 'a', 'k');1
Maverick SOB;('c', 'a', 'r');2
Maverick SOB;('f', ' ', 'a');1
Maverick SOB;('l', ' ', 't');2
Maverick SOB;(' ', 'S', 'p');2
Maverick SOB;('S', 'p', 'l');1
Maverick SOB;(' ', 'p', 'e');1
Maverick SOB;('p', 'e', 'r');1
Maverick SOB;('r', 's', 'o');1
Maverick SOB;('s', 'o', 'n');1
Maverick SOB;('o', 'n', 'a');1
Maverick SOB;('?', ' ', 'n');8
Maverick SOB;('n', ' ', 'D');2
Maverick SOB;(' ', 'D', 'a');2
Maverick SOB;('D', 'a', 'm');2
Maverick SOB;('.', '.', 'w');1
Maverick SOB;('.', 'w', 'h');1
Maverick SOB;('t', ' ', 'e');1
Maverick SOB;(' ', 'u', ' ');2
Maverick SOB;('o', 't', '.');1
Maverick SOB;('t', 'o', 'o');1
Maverick SOB;('o', 'l', 's');1
Maverick SOB;('s', ' ', 'f');1
Maverick SOB;('r', ' ', '2');1
Maverick SOB;(' ', '2', ' ');1
Maverick SOB;('2', ' ', 'a');1
Maverick SOB;('n', 'e', 'x');1
Maverick SOB;('e', 'x', 't');1
Maverick SOB;('x', 't', ' ');1
Maverick SOB;('G', 'o', 't');1
Maverick SOB;(' ', 'm', 'o');2
Maverick SOB;('u', '.', '.');1
Maverick SOB;('m', 'n', ' ');1
Maverick SOB;('n', ' ', 'y');2
Maverick SOB;('o', 'u', "'");1
Maverick SOB;('u', "'", 'r');1
Maverick SOB;("'", 'r', 'e');1
Maverick SOB;('e', ' ', 'F');1
Maverick SOB;(' ', 'F', 'a');1
Maverick SOB;('F', 'a', 'g');1
Maverick SOB;('a', 'g', 'i');1
Maverick SOB;('g', 'i', 'n');1
Maverick SOB;('o', 'w', '?');1
Maverick SOB;('w', '?', ' ');1
Maverick SOB;('?', ' ', 'S');2
Maverick SOB;('o', ' ', 'w');1
Maverick SOB;('s', ' ', 'u');1
Maverick SOB;('s', 'e', 'l');1
Maverick SOB;('l', 'l', 'i');1
Maverick SOB;('l', 'i', 'n');1
Maverick SOB;('n', 'y', 't');1
Maverick SOB;('r', 'e', '?');1
Maverick SOB;(' ', 'O', 'h');1
Maverick SOB;('a', 'n', ',');1
Maverick SOB;('n', ',', ' ');1
Maverick SOB;(',', ' ', 'y');1
Maverick SOB;('d', ' ', 'h');1
Maverick SOB;('h', 'e', 'l');1
Maverick SOB;('e', 'l', 'p');1
Maverick SOB;('l', 'p', ' ');1
Maverick SOB;('h', 'i', 'f');1
Maverick SOB;('i', 'f', 't');1
Maverick SOB;('f', 't', ' ');1
Maverick SOB;('s', 't', 'o');2
Maverick SOB;('t', 'o', 'l');2
Maverick SOB;('o', 'l', 'e');2
Maverick SOB;('l', 'e', 'n');2
Maverick SOB;('n', ' ', 'g');2
Maverick SOB;('g', 'e', 'a');2
Maverick SOB;('a', 'r', '.');1
Maverick SOB;('r', '.', ' ');1
Maverick SOB;('T', 'h', 'e');2
Maverick SOB;('r', 'e', "'");1
Maverick SOB;('s', 'o', ' ');1
Maverick SOB;('f', ' ', 'i');1
Maverick SOB;('i', 't', '.');1
Maverick SOB;(' ', 't', 'e');1
Maverick SOB;('t', 'e', 'a');1
Maverick SOB;('e', 'a', 'm');1
Maverick SOB;('b', 'e', 'e');2
Maverick SOB;('n', ' ', 'b');1
Maverick SOB;('u', 's', 'y');1
Maverick SOB;('s', 'y', ' ');1
Maverick SOB;('y', ' ', 'l');1
Maverick SOB;('i', 't', 't');1
Maverick SOB;('t', 't', 'l');1
Maverick SOB;('t', 'l', 'e');1
Maverick SOB;('e', 'e', 's');1
Maverick SOB;('≡', 'ƒ', 'É');1
Maverick SOB;('ƒ', 'É', '¥');1
Maverick SOB;('É', '¥', ' ');1
Maverick SOB;('¥', ' ', 'n');1
Maverick SOB;('t', ' ', 'c');1
Maverick SOB;('u', ' ', 'o');1
Maverick SOB;('o', 'f', 'f');1
Maverick SOB;('f', 'f', 'e');1
Maverick SOB;('f', 'e', 'r');1
Maverick SOB;('r', ' ', 'm');1
Maverick SOB;('n', ' ', 'S');2
Maverick SOB;('S', 'p', 'i');1
Maverick SOB;('i', 'c', 'y');1
Maverick SOB;('c', 'y', '?');1
Maverick SOB;(' ', 'S', 'n');1
Maverick SOB;('S', 'n', 'o');1
Maverick SOB;('o', 'w', 'y');1
Maverick SOB;('w', 'y', ' ');1
Maverick SOB;('y', ' ', '≡');1
Maverick SOB;('≡', 'ƒ', 'î');1
Maverick SOB;('ƒ', 'î', '¿');1
Maverick SOB;('î', '¿', ' ');1
Maverick SOB;('¿', ' ', 'o');1
Maverick SOB;('o', ' ', 'b');3
Maverick SOB;('b', 'u', 'y');2
Maverick SOB;('n', 'd', 'l');1
Maverick SOB;('d', 'l', 'e');1
Maverick SOB;('l', 'e', 's');1
Maverick SOB;('c', 'k', 's');1
Maverick SOB;('k', 's', '?');1
Maverick SOB;('s', '?', ' ');1
Maverick SOB;('I', ' ', 'p');1
Maverick SOB;('p', 'a', 'y');1
Maverick SOB;('a', 'y', '.');1
Maverick SOB;('n', ' ', '(');1
Maverick SOB;(' ', '(', 's');1
Maverick SOB;('(', 's', 'm');1
Maverick SOB;('s', 'm', 'i');1
Maverick SOB;('m', 'i', 'l');1
Maverick SOB;('i', 'l', 'e');1
Maverick SOB;('l', 'e', 'y');1
Maverick SOB;('e', 'y', ')');1
Maverick SOB;('y', ')', ' ');1
Maverick SOB;(')', ' ', 'O');1
Maverick SOB;('K', ' ', 'w');1
Maverick SOB;('r', 'e', 'f');1
Maverick SOB;('e', 'f', 'u');1
Maverick SOB;('f', 'u', 'l');1
Maverick SOB;('u', 'l', '.');1
Maverick SOB;('l', '.', '.');1
Maverick SOB;('n', ' ', '5');1
Maverick SOB;(' ', '5', '0');1
Maverick SOB;('5', '0', '0');1
Maverick SOB;('r', ' ', 'Y');1
Maverick SOB;('l', 'o', 's');1
Maverick SOB;('o', 's', 's');1
Maverick SOB;('s', 's', ',');1
Maverick SOB;('s', ',', ' ');1
Maverick SOB;(',', ' ', 'n');1
Maverick SOB;('u', ' ', 'p');1
Maverick SOB;(' ', 'p', 'h');1
Maverick SOB;('p', 'h', 'o');1
Maverick SOB;('h', 'o', 't');1
Maverick SOB;('o', 't', 'o');1
Maverick SOB;(' ', 'b', 'o');1
Maverick SOB;('b', 'o', 'm');1
Maverick SOB;('o', 'm', 'b');1
Maverick SOB;('b', 'e', 'd');1
Maverick SOB;('e', 'd', '?');1
Maverick SOB;('d', '?', ' ');1
Maverick SOB;('u', 'y', '?');1
Maverick SOB;('h', 'e', 'y');1
Maverick SOB;('e', 'y', ' ');1
Maverick SOB;('y', ' ', 'w');1
Maverick SOB;('y', ' ', 'g');2
Maverick SOB;('r', 'a', 'n');1
Maverick SOB;('n', 'd', 'm');1
Maverick SOB;('d', 'm', 'a');1
Maverick SOB;('m', 'a', "'");1
Maverick SOB;('a', "'", 's');1
Maverick SOB;(' ', 'c', 'o');1
Maverick SOB;('c', 'o', 'u');1
Maverick SOB;('u', 'r', 's');1
Maverick SOB;('r', 's', 'e');1
Maverick SOB;('.', '.', '\\');2
Maverick SOB;('.', '\\', 'n');2
Maverick SOB;('\\', 'n', 'D');1
Maverick SOB;('n', 'D', 'u');1
Maverick SOB;('e', ' ', 'l');1
Maverick SOB;('m', ' ', 'r');1
Maverick SOB;('g', 'o', 'i');1
Maverick SOB;(' ', 'a', 'd');1
Maverick SOB;('a', 'd', 'm');1
Maverick SOB;('d', 'm', 'i');1
Maverick SOB;('m', 'i', 't');1
Maverick SOB;('i', 't', "'");1
Maverick SOB;('l', ' ', 's');1
Maverick SOB;('a', 'r', '?');1
Maverick SOB;('r', '?', ' ');1
Maverick SOB;('S', 'e', 'r');1
Maverick SOB;('u', 's', 'l');1
Maverick SOB;('s', 'l', 'y');1
Maverick SOB;('n', ' ', 'M');2
Maverick SOB;('t', 'o', 'w');1
Maverick SOB;('\\', 'n', 'W');1
Maverick SOB;('n', 'W', 'h');1
Maverick SOB;('u', ' ', 'l');1
Maverick SOB;('o', 'k', 'i');1
Maverick SOB;('o', 'r', '?');1
Maverick SOB;('r', '?', '?');1
Maverick SOB;('m', 'e', 'a');1
Maverick SOB;('?', ' ', '1');1
Maverick SOB;('r', ' ', '8');1
Maverick SOB;(' ', '8', '0');1
Maverick SOB;('8', '0', '0');1
Maverick.4444;('N', 'o', ' ');1
Maverick.4444;('o', ' ', 't');1
Maverick.4444;(' ', 't', 'h');2
Maverick.4444;('t', 'h', 'a');1
Maverick.4444;('h', 'a', 'n');2
Maverick.4444;('a', 'n', 'k');1
Maverick.4444;('n', 'k', 's');1
Maverick.4444;('k', 's', ' ');1
Maverick.4444;('s', ' ', 'S');1
Maverick.4444;(' ', 'S', 'h');1
Maverick.4444;('S', 'h', 'o');1
Maverick.4444;('h', 'o', 'u');1
Maverick.4444;('o', 'u', 'l');1
Maverick.4444;('u', 'l', 'd');1
Maverick.4444;('l', 'd', ' ');1
Maverick.4444;('d', ' ', 'u');1
Maverick.4444;(' ', 'u', ' ');1
Maverick.4444;('u', ' ', 'b');1
Maverick.4444;(' ', 'b', 'e');1
Maverick.4444;('b', 'e', ' ');1
Maverick.4444;('e', ' ', 'u');1
Maverick.4444;(' ', 'u', 's');1
Maverick.4444;('u', 's', 'i');1
Maverick.4444;('s', 'i', 'n');1
Maverick.4444;('i', 'n', 'g');1
Maverick.4444;('n', 'g', ' ');1
Maverick.4444;('g', ' ', 't');1
