Sender Name|Sender AppID|Recipient Name|Recipient AppID|Text|Timestamp|Direction|Attachments
Unmatched Telegram User|1224624669|1224624669| telegram tips|Video messages. Tap once on the Voice Message button to switch to video.  Tap on a video message to play it with sound.|2021-01-14 15:18:41+00:00|Incoming|
Unmatched Telegram User|1224624669|1224624669| telegram tips|Telegram apps are standalone and synced with the cloud – all your messages and media are available everywhere you go.  Unfinished messages save as Cloud Drafts, so you can finish typing and send from any device. Try desktop.telegram.org or macos.telegram.org on your computer for the best experience.|2021-01-15 18:31:19+00:00|Incoming|
Unmatched Telegram User|1224624669|1224624669| telegram tips|You can use the ‘Saved Messages’ chat to bookmark important messages, set reminders, store media, or send documents of up to 2GB each between your devices.  Whenever you forward a message, ‘Saved Messages’ will be at the top of the list.  To quickly access the chat on Android, swipe right for the Side Menu > Saved Messages. On iOS tap Settings > Saved Messages.|2021-01-20 17:39:58+00:00|Incoming|
Unmatched Telegram User|1224624669|1224624669| telegram tips|Free space. Telegram requires next to no storage space to run on your device.  Go to Settings > Data and Storage > Storage Usage to selectively clear your cache – or set Keep Media to regularly remove unused items. Media and files stay available to re-download whenever needed.  On Android, you can also store your Telegram data on your SD Card.|2021-01-21 16:16:54+00:00|Incoming|
Unmatched Telegram User|1224624669|1224624669| telegram tips|Move Chats From Other Apps  You can bring your chat history with all media and files to Telegram from other apps like WhatsApp, Line and KakaoTalk. Using the native export tool in those apps, share the exported file with Telegram, and then choose the Telegram chat where you want those messages to be added.  To move a chat from WhatsApp on iOS, open the Contact Info or Group Info page in WhatsApp, tap Export Chat, then choose Telegram in the Share menu.  From WhatsApp on Android, tap ⋮ > More > Export Chat, then choose Telegram in the Share menu.|2021-01-29 10:55:14+00:00|Incoming|
Unmatched Telegram User|1224624669|1224624669| telegram tips|Delete Without a Trace  Messages, chats, call history and groups you created can be completely deleted at any time. Simply make your selection and check the box to delete for all participants – deleted items leave no trace, giving you full control over your digital footprint.|2021-02-02 12:10:22+00:00|Incoming|
Rupert Beae|100063691416962|Michael Jonson||Absolutely. Rocking and rolling in the sleepy Stockholm suburbs looking for a job man. What you got for me? 😉|2021-02-13 14:09:01+00:00|Outgoing|
Unmatched Telegram User|1224624669|1224624669| telegram tips|Your phone number is hidden. By default, it is only visible to your contacts. In groups and chats, you will always appear as your chosen name.  If you create a username, people can find your profile and get in contact with you – without needing to know your phone number.|2021-02-15 10:25:35+00:00|Incoming|
Telegram|777000|Maverick SOB||Telegram surpassed 500 million active users.    In January 2021, more than 100 million new users from around the world joined Telegram.  Thank you! These milestones were made possible by users like you who invite their friends to Telegram.   If you have contacts that joined in the last few days, you can welcome them using one of Telegram’s unique features, such as an animated sticker or a video message.  To find out more about Telegram features, have a look at https://t.me/TelegramTips/233|2021-02-15 17:52:59+00:00|Incoming|
Maverick SOB|1605396189|Big Boss|1656380740|Looks very promising|2021-02-15 18:04:41+00:00|Outgoing|
Big Boss|1656380740|Maverick SOB||Yes dude. Let us know how you get on exploring the area,?|2021-02-15 18:53:20+00:00|Incoming|
Maverick SOB|1605396189|Big Boss|1656380740|OK I am going out for a wander to scout some places of value|2021-02-16 17:21:21+00:00|Outgoing|
Maverick SOB|1605396189|Big Boss|1656380740|At the train station 🚉 right now. Going to pick up some packages 📦|2021-02-16 17:53:16+00:00|Outgoing|
Big Boss|1656380740|Maverick SOB||White Gold maybe $50|2021-02-16 20:07:24+00:00|Incoming|
Maverick SOB|1605396189|Big Boss|1656380740|Deal. Cash only dude.|2021-02-17 07:28:08+00:00|Outgoing|
Big Boss|1656380740|Maverick SOB||Ok keep looking 👌 we need some product to shift soon|2021-02-18 17:47:33+00:00|Incoming|
Maverick SOB|1605396189|Big Boss|1656380740|Back home. Got some stash mush|2021-02-18 19:24:40+00:00|Outgoing|
Maverick SOB|1605396189|Big Boss|1656380740|Nope not last night. Got tired and went back to base. This is too much for me to do alone. We need some more players....|2021-02-20 10:35:55+00:00|Outgoing|
Goose System|46736673785@s.whatsapp.net|Maverick|46708275344@s.whatsapp.net|Hey man. Just made contact with an old friend who wants to join the crew. You good for an intro?|2021-02-20 13:28:05+00:00|Incoming|
Maverick SOB|1605396189|Big Boss|1656380740|Got some buddies joining me|2021-02-20 15:53:38+00:00|Outgoing|
Goose|46736673785|Maverick SOB||content://com.viber.voip.provider.internal_files/gif/0-01-05-b1430cfd8e64af2815debf3d3e40d7b82351d89c3ffce6900008e114a6cc5a5c?pg=false&th=content%3A%2F%2Fcom.viber.voip.provider.internal_files%2Fmessage%2Flocal%2Fthumb%2F0-01-05-b1430cfd8e64af2815debf3d3e40d7b82351d89c3ffce6900008e114a6cc5a5c&ep=AQAAAJnlQRN1NwBRSJ8Ok%2BUGYhO80snNgaMg%2BJZW0Z%2BEWCNQ|2021-02-20 16:46:48+00:00|Incoming|
Maverick SOB|1605396189|Big Boss|1656380740|OK talking to a new group. Maybe go for a little visit to the jewellers in town? 😁|2021-02-21 07:22:49+00:00|Outgoing|
Goldy Finger|100063606951015|Rupert Beae|100063691416962|I fix|2021-02-21 07:27:41+00:00|Incoming|
Goldy Finger|100063606951015|Rupert Beae|100063691416962|I fix|2021-02-21 07:27:41+00:00|Outgoing|
Goose|46736673785|Maverick SOB||content://com.viber.voip.provider.internal_files/gif/0-01-0a-f95d44d9898aaf4369a58a37654326ae1723ca1bd333466b363a093457ffd82b?pg=false&ep=AQAAAHWRKRl%2F10KNg5Y98VEL%2Bf1QJK3kanYY6jEy3g9%2BvOfF|2021-02-21 07:37:49+00:00|Incoming|
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Okey dokey|2021-02-21 11:40:12+00:00|Incoming|
Twilight G|1645578300|Maverick SOB||Yes boss. Here and ready to go. Where we going?|2021-02-21 12:29:25+00:00|Incoming|
Goose|1563131382|Maverick SOB||Ok will do boss|2021-02-21 18:08:20+00:00|Incoming|
Goldfinger|46702578150@s.whatsapp.net|Goose System|46736673785@s.whatsapp.net|Meeting place?|2021-02-23 12:18:13+00:00|Outgoing|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_253/dd9294fd-c753-4518-bbc7-9688cd556eeb.jpg"", ""id"": 28}"
Maverick|46708275344@s.whatsapp.net|Goose System|46736673785@s.whatsapp.net|Good place to stash some gear?|2021-02-23 17:28:02+00:00|Outgoing|
Twilight G|1645578300|Maverick SOB||Very busy, sorry boss🥺|2021-02-23 18:01:59+00:00|Incoming|
Maverick SOB|1605396189|Goose|1563131382|Looks perfect good spot Goose|2021-02-23 18:11:09+00:00|Outgoing|
Big Boss|1656380740|Maverick SOB||Ok good spot. What you get. Looking for gold?|2021-02-23 18:14:54+00:00|Incoming|
Goose System|46 73-667 37 85|Goldy Finger|46702578150|We bagged some bling from the last place .... 🙂|2021-02-24 13:02:12+00:00|Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_170/1614171734839817.jpg"", ""id"": 24}"
Maverick SOB|46708275344|Goose|46736673785|OK time to rock and roll .|2021-02-24 17:09:07+00:00|Outgoing|
Big Boss|1656380740|Maverick SOB||Get me something good this time. That last stuff turned out to be fake shit....|2021-02-24 17:27:54+00:00|Incoming|
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Are u drunk😂|2021-02-24 17:49:21+00:00|Outgoing|
Goldfinger|46702578150@s.whatsapp.net|Twilight Grey||Are u drunk😂|2021-02-24 17:49:22+00:00|Incoming|
Maverick SOB|1605396189|Big Boss|1656380740|Sorry boss. Will try better next time I promise.|2021-02-24 18:48:06+00:00|Outgoing|
Twilight G|1645578300|Maverick SOB||What can I say, I'm the coolest in the gang😈|2021-02-25 10:23:24+00:00|Incoming|
Maverick SOB|1605396189|Twilight G|1645578300|What can I say, I'm the coolest in the gang😈|2021-02-25 10:24:01+00:00|Outgoing|
Maverick SOB|46708275344|Bad Boy|46735158102|Damn...what else u got. I need tools for 2 at least on next job.|2021-02-25 12:35:52+00:00|Incoming|
Maverick SOB|46708275344|Bad Boy|46735158102|Damn...what else u got. I need tools for 2 at least on next job.|2021-02-25 12:35:53+00:00|Outgoing|
Goldfinger|46702578150@s.whatsapp.net|Twilight Grey||Might be something for us|2021-02-25 12:37:56+00:00|Incoming|
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Might be something for us|2021-02-25 12:37:56+00:00|Outgoing|
Maverick|46708275344@s.whatsapp.net|Twilight Grey||Do it. Grab some goodies 😋|2021-02-25 12:38:02+00:00|Outgoing|
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Do it. Grab some goodies 😋|2021-02-25 12:38:02+00:00|Incoming|
Maverick|46708275344@s.whatsapp.net|Twilight Grey||Shit this camera is awesome|2021-02-25 17:35:39+00:00|Outgoing|"{""Path"": ""Maverick_Samsung_Galaxy_S21/Attachments/File/0/Messages-Chat/Messages-Chat_1370/0.jpg"", ""id"": 69}"
Maverick SOB|1605396189|Twilight G|1645578300|Bunny run|2021-02-25 19:01:19+00:00|Outgoing|
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Shit this camera is awesome|2021-02-25 19:05:23+00:00|Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_338/24c7ccf5-b7dc-49b5-b1e9-7a65b28e76ec.jpg"", ""id"": 113}"
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Shit... so good|2021-02-25 19:08:30+00:00|Outgoing|
Goldfinger|46702578150@s.whatsapp.net|Twilight Grey||Shit... so good|2021-02-25 19:08:30+00:00|Incoming|
Maverick SOB|46708275344|Goose|46736673785|U git. Do some work u lazy shit|2021-02-25 19:22:41+00:00|Outgoing|
Goose|46736673785|Maverick SOB||Haha. Shut up and bring the bling u old lady|2021-02-25 19:30:17+00:00|Incoming|
Goldfinger|46702578150@s.whatsapp.net|Twilight Grey|46762725331@s.whatsapp.net|Cute|2021-02-25 19:33:24+00:00|Outgoing|
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|https://www.bloomberg.com/news/articles/2021-02-24/swedish-pm-sees-high-risk-of-new-wave-of-covid-infections|2021-02-25 20:00:22+00:00|Incoming|
Maverick|46708275344@s.whatsapp.net|Twilight Grey||https://www.bloomberg.com/news/articles/2021-02-24/swedish-pm-sees-high-risk-of-new-wave-of-covid-infections|2021-02-25 20:00:22+00:00|Outgoing|
Goldfinger|46702578150@s.whatsapp.net|Twilight Grey||Donald D is the shit|2021-02-26 07:45:21+00:00|Incoming|
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Donald D is the shit|2021-02-26 07:45:21+00:00|Outgoing|
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Nice go grab|2021-02-26 12:47:20+00:00|Outgoing|
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Nice go grab|2021-02-26 12:47:20+00:00|Incoming|
Rupert Beae|100063691416962|Goldy Finger|100063606951015|I grabbed and got. Come get it😁|2021-02-26 13:05:36+00:00|Outgoing|
Rupert Beae|100063691416962|Goldy Finger|100063606951015|I grabbed and got. Come get it😁|2021-02-26 13:05:36+00:00|Incoming|
Maverick SOB|1605396189|Twilight G|1645578300|Shadow man is watching u 👀|2021-02-26 18:20:20+00:00|Outgoing|
Telegram|777000|Maverick SOB||Auto-Delete, Widgets, Expiring Invite Links and More   Auto-Delete Messages • Set messages to auto-delete for everyone 24 hours or 7 days after sending. • Control auto-delete settings in any of your chats, as well as in groups and channels where you are an admin. • To enable auto-delete, tap ⋮ > Clear History > choose a duration > Enable Auto-Delete.  Expiring Invite Links for Groups and Channels • Create invite links that work for a limited time or a limited number of uses. • See which users joined using your, or your admins’, invite links. • Turn any invite link into a QR code users can scan with their phone cameras. • To manage invite links, open your Group or Channel Profile > tap the Pencil Button > Invite Links.  Home Screen Widgets • Access your chats quickly right from your home screen.  • To add a widget, press and hold the wallpaper on your home screen, then tap Widgets and find Telegram.  Groups with Unlimited Members • Convert groups that have reached the 200,000 member limit into unlimited Broadcast Groups.  Improved Chat Import • Keep messages sorted by their original sending date when moving chat history from other apps. Works if the target chat on Telegram is new or has fewer than 1000 messages.  More about this update: https://telegram.org/blog/autodelete-inv2|2021-02-26 18:20:20+00:00|Incoming|
Goose System|46736673785@s.whatsapp.net|Goldfinger|46702578150@s.whatsapp.net|A supermarket called Willy's. Bound to be appropriate 🙂|2021-02-27 08:35:16+00:00|Incoming|
Maverick SOB|1605396189|Big Boss|1656380740|Seriously boss. This lifestyle is doing my blood pressure no bloody good. You gotta let me retire soon....|2021-02-27 08:48:28+00:00|Outgoing|
Goose System|46736673785@s.whatsapp.net|Twilight Grey||What's my cut of the profits then?|2021-02-27 08:49:27+00:00|Incoming|
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|What's my cut of the profits then?|2021-02-27 08:49:27+00:00|Incoming|
Twilight Grey|46762725331@s.whatsapp.net|Goose System||Ooh good shit👌|2021-02-27 16:16:05+00:00|Incoming|
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Ooh good shit👌|2021-02-27 16:16:05+00:00|Incoming|
Goose System|46736673785@s.whatsapp.net|Twilight Grey||How much we get for this. Need a hand lifting it into the van....|2021-02-28 10:25:36+00:00|Incoming|"{""Path"": ""Maverick_Samsung_Galaxy_S21/Attachments/File/0/Messages-Chat/Messages-Chat_1429/0.jpg"", ""id"": 128}"
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|How much we get for this. Need a hand lifting it into the van....|2021-02-28 10:25:36+00:00|Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_390/7924ab54-4350-4a8a-8389-b5ca45b4325f.jpg"", ""id"": 165}"
Goldfinger|46702578150@s.whatsapp.net|Twilight Grey||https://www.guldbrev.se/salja-guld/salja-guldsmycken/?dv_adwords_campaign=9736389597&dv_adwords_network=g&dv_adwords_target=kwd-355739533321&gclid=EAIaIQobChMI9fKCq-KM7wIV2UiRBR0ajwgSEAAYASABEgIYJfD_BwE&gclsrc=aw.ds|2021-02-28 14:18:26+00:00|Incoming|
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|https://www.guldbrev.se/salja-guld/salja-guldsmycken/?dv_adwords_campaign=9736389597&dv_adwords_network=g&dv_adwords_target=kwd-355739533321&gclid=EAIaIQobChMI9fKCq-KM7wIV2UiRBR0ajwgSEAAYASABEgIYJfD_BwE&gclsrc=aw.ds|2021-02-28 14:18:26+00:00|Outgoing|
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Swedish place to sell...but they need a registered address 😒|2021-02-28 14:19:10+00:00|Outgoing|
Goldfinger|46702578150@s.whatsapp.net|Twilight Grey||Swedish place to sell...but they need a registered address 😒|2021-02-28 14:19:11+00:00|Incoming|
Maverick|46708275344@s.whatsapp.net|Twilight Grey|46762725331@s.whatsapp.net|Ah nice a piece of fame! Just need an aeroplane to write it in the sky now!|2021-03-03 07:40:34+00:00|Outgoing|
Jose Topgun|100064031851829|Rupert Beae|100063691416962|Yes boss. Going out now|2021-03-03 16:43:02+00:00|Incoming|
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Heading out looking for places with potential. Need a big score tonight. Wish me luck 🤞|2021-03-03 16:45:53+00:00|Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_426/c7d031ed-3010-40c2-a7c2-82f994800358.jpg"", ""id"": 201}"
Goose System|46736673785@s.whatsapp.net|Twilight Grey||Heading out looking for places with potential. Need a big score tonight. Wish me luck 🤞|2021-03-03 16:45:53+00:00|Incoming|"{""Path"": ""Maverick_Samsung_Galaxy_S21/Attachments/File/0/Messages-Chat/Messages-Chat_1469/0.jpg"", ""id"": 168}"
Maverick|46708275344@s.whatsapp.net|Twilight Grey||Shadow man lurking in the dark, looking for easy money 💰|2021-03-03 17:12:11+00:00|Outgoing|"{""Path"": ""Maverick_Samsung_Galaxy_S21/Attachments/File/0/Messages-Chat/Messages-Chat_1467/0.jpg"", ""id"": 166}"
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|This place has a grand piano. Checked it out looks prime for some easy money|2021-03-03 17:23:28+00:00|Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_431/32498dd2-4929-484b-b87c-074166aebf92.jpg"", ""id"": 206}"
Goose System|46736673785@s.whatsapp.net|Twilight Grey||This place has a grand piano. Checked it out looks prime for some easy money|2021-03-03 17:23:28+00:00|Incoming|"{""Path"": ""Maverick_Samsung_Galaxy_S21/Attachments/File/0/Messages-Chat/Messages-Chat_1474/0.jpg"", ""id"": 173}"
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Its all a load of rubbish|2021-03-03 17:35:10+00:00|Incoming|
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Shadow man lurking in the dark, looking for easy money 💰|2021-03-03 17:44:27+00:00|Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_433/70014c96-71f1-4ef9-b9bf-7a52db6eea3b.jpg"", ""id"": 208}"
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Sweet let's hit that one then!|2021-03-03 18:49:15+00:00|Incoming|
Maverick|46708275344@s.whatsapp.net|Twilight Grey||Sweet let's hit that one then!|2021-03-03 18:49:16+00:00|Outgoing|
Maverick SOB|46708275344|Goose|46736673785|Got this one on last job. How much?|2021-03-03 18:53:03+00:00|Outgoing|
Goose System|46 73-667 37 85|Goldy Finger|46702578150|ur full of shit man|2021-03-03 18:54:08+00:00|Incoming|
Maverick SOB|46708275344|Goose|46736673785|No way dude. 750 sek at least....or no deal.|2021-03-03 19:17:19+00:00|Outgoing|
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Go shadow Hunter go 😎|2021-03-03 19:21:09+00:00|Outgoing|
Goldfinger|46702578150@s.whatsapp.net|Twilight Grey||Go shadow Hunter go 😎|2021-03-03 19:21:09+00:00|Incoming|
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Or a place to dump our stuff|2021-03-03 19:22:05+00:00|Outgoing|
Goose System|46736673785@s.whatsapp.net|Twilight Grey||Shadow|2021-03-03 19:22:39+00:00|Incoming|"{""Path"": ""Maverick_Samsung_Galaxy_S21/Attachments/File/0/Messages-Chat/Messages-Chat_1480/0.jpg"", ""id"": 179}"
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Shadow|2021-03-03 19:22:39+00:00|Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_437/96c91514-7a8a-4094-8af2-8df9a8eb0143.mp4"", ""id"": 212}"
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Nobody would look there for our stash....|2021-03-03 19:23:57+00:00|Incoming|
Twilight Grey|46762725331@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Oh he's a shadowhunter now👌|2021-03-03 19:37:02+00:00|Incoming|
Twilight Grey|46762725331@s.whatsapp.net|Goose System||Oh he's a shadowhunter now👌|2021-03-03 19:37:02+00:00|Incoming|
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|System player|2021-03-04 11:50:30+00:00|Outgoing|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_445/571a415f-0f32-4b8e-a412-0e24db2ceeba.jpg"", ""id"": 220}"
Goldfinger|46702578150@s.whatsapp.net|Twilight Grey||System player|2021-03-04 11:50:31+00:00|Incoming|"{""Path"": ""Maverick_Samsung_Galaxy_S21/Attachments/File/0/Messages-Chat/Messages-Chat_1489/0.jpg"", ""id"": 188}"
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Tonight's getaway vehicle bro|2021-03-04 16:15:02+00:00|Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_451/10c8da02-749c-4c78-ad62-47001331111b.jpg"", ""id"": 226}"
Goose System|46736673785@s.whatsapp.net|Twilight Grey||Tonight's getaway vehicle bro|2021-03-04 16:15:02+00:00|Incoming|"{""Path"": ""Maverick_Samsung_Galaxy_S21/Attachments/File/0/Messages-Chat/Messages-Chat_1496/0.jpg"", ""id"": 195}"
Jose Topgun|100064031851829|Goldy Finger|100063606951015|Grab the loot and let's get rich|2021-03-04 16:15:29+00:00|Incoming|
Maverick|46708275344@s.whatsapp.net|Twilight Grey||This place looks loaded 💰|2021-03-04 16:34:38+00:00|Outgoing|"{""Path"": ""Maverick_Samsung_Galaxy_S21/Attachments/File/0/Messages-Chat/Messages-Chat_1494/0.jpg"", ""id"": 193}"
Goose System|46736673785@s.whatsapp.net|Twilight Grey||The package has arrived. We will be able to brush off any issues now and get a clean getaway.  It's all word of mouth 👄 and oral b communication|2021-03-04 16:47:53+00:00|Incoming|"{""Path"": ""Maverick_Samsung_Galaxy_S21/Attachments/File/0/Messages-Chat/Messages-Chat_1497/0.jpg"", ""id"": 196}"
Goose System|46736673785@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|The package has arrived. We will be able to brush off any issues now and get a clean getaway.  It's all word of mouth 👄 and oral b communication|2021-03-04 16:47:53+00:00|Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_452/ce462701-4279-4379-ac3b-a2c24612c16a.jpg"", ""id"": 227}"
Maverick SOB|1605396189|Big Boss|1656380740|Got a good one for later. Bug score here for sure...|2021-03-04 16:52:35+00:00|Outgoing|
Goose System|46736673785@s.whatsapp.net|Goldfinger|46702578150@s.whatsapp.net|Who is Seven? He is on our turf a lot. Needs a slap....|2021-03-04 17:05:51+00:00|Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_259/f5eb0971-015d-4713-86e3-df947a1b8178.jpg"", ""id"": 34}"
Maverick SOB|1605396189|Big Boss|1656380740|Got a good one for later. Bug score here for sure...|2021-03-04 17:27:50+00:00|Outgoing|
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|This place looks loaded 💰|2021-03-04 17:27:51+00:00|Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_453/45932688-67b3-435f-b90b-03211faa64d7.jpg"", ""id"": 228}"
Maverick|46708275344@s.whatsapp.net|Twilight Grey||We scored big tonight crew|2021-03-04 17:32:41+00:00|Outgoing|"{""Path"": ""Maverick_Samsung_Galaxy_S21/Attachments/File/0/Messages-Chat/Messages-Chat_1498/0.jpg"", ""id"": 197}"
46708275344@s.whatsapp.net|46708275344@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|We scored big tonight crew|2021-03-04 17:32:42+00:00|Incoming|"{""Path"": ""Goldfinger_Apple_iPhone_Generic/Attachments/File/0/Messages-Chat/Messages-Chat_454/7fc9a352-9836-43e7-8274-c2042efba988.jpg"", ""id"": 229}"
Big Boss|1656380740|Maverick SOB||Ok get me some good. Watches work well right now..|2021-03-04 18:07:41+00:00|Incoming|
Goldy Finger|100063606951015|Jose Topgun|100064031851829|Right place to 🐝|2021-03-05 19:22:05+00:00|Outgoing|
Goldfinger|46702578150@s.whatsapp.net|Stockholm Stealers|46736673785-1614171884@g.us|Can hear you load and clear - over|2021-03-05 19:22:48+00:00|Outgoing|
Goldfinger|46702578150@s.whatsapp.net|Twilight Grey||Can hear you load and clear - over|2021-03-05 19:22:49+00:00|Incoming|
Goose System|46736673785@s.whatsapp.net|Goldfinger|46702578150@s.whatsapp.net|You are slightly cute|2021-03-06 08:45:00+00:00|Incoming|
