Sender|Ngram|Count
46708275344@s.whatsapp.net|('U', 'wan')|1
46708275344@s.whatsapp.net|('wan', 'na')|1
46708275344@s.whatsapp.net|('na', 'da')|1
46708275344@s.whatsapp.net|('da', 'bling')|1
46708275344@s.whatsapp.net|('bling', 'baby')|1
46708275344@s.whatsapp.net|('baby', '?')|1
46708275344@s.whatsapp.net|('?', '🙂')|1
46708275344@s.whatsapp.net|('🙂', 'nan')|3
46708275344@s.whatsapp.net|('nan', 'nan')|25
46708275344@s.whatsapp.net|('nan', 'Last')|1
46708275344@s.whatsapp.net|('Last', 'night')|2
46708275344@s.whatsapp.net|('night', "'s")|1
46708275344@s.whatsapp.net|("'s", 'haul')|1
46708275344@s.whatsapp.net|('haul', 'was')|1
46708275344@s.whatsapp.net|('was', 'good')|1
46708275344@s.whatsapp.net|('good', 'HOLLYWOOD')|1
46708275344@s.whatsapp.net|('HOLLYWOOD', 'baby')|1
46708275344@s.whatsapp.net|('baby', '...')|1
46708275344@s.whatsapp.net|('...', 'Pay')|1
46708275344@s.whatsapp.net|('Pay', 'day')|1
46708275344@s.whatsapp.net|('day', 'bitches')|1
46708275344@s.whatsapp.net|('bitches', '...')|1
46708275344@s.whatsapp.net|('...', '😃')|1
46708275344@s.whatsapp.net|('nan', 'Blagged')|1
46708275344@s.whatsapp.net|('Blagged', 'this')|1
46708275344@s.whatsapp.net|('this', 'one')|4
46708275344@s.whatsapp.net|('one', 'earlier')|1
46708275344@s.whatsapp.net|('earlier', '.')|1
46708275344@s.whatsapp.net|('.', 'Never')|1
46708275344@s.whatsapp.net|('Never', 'mind')|1
46708275344@s.whatsapp.net|('mind', '.')|1
46708275344@s.whatsapp.net|('.', 'Let')|3
46708275344@s.whatsapp.net|('Let', "'s")|4
46708275344@s.whatsapp.net|("'s", 'keep')|1
46708275344@s.whatsapp.net|('keep', 'looking')|1
46708275344@s.whatsapp.net|('looking', '.')|1
46708275344@s.whatsapp.net|('.', 'Roger')|1
46708275344@s.whatsapp.net|('Roger', 'that')|1
46708275344@s.whatsapp.net|('that', '👍')|1
46708275344@s.whatsapp.net|('👍', 'Cool')|1
46708275344@s.whatsapp.net|('Cool', 'order')|1
46708275344@s.whatsapp.net|('order', 'me')|1
46708275344@s.whatsapp.net|('me', 'a')|1
46708275344@s.whatsapp.net|('a', 'pizza')|1
46708275344@s.whatsapp.net|('pizza', 'Burn')|1
46708275344@s.whatsapp.net|('Burn', 'baby')|1
46708275344@s.whatsapp.net|('baby', 'burn')|1
46708275344@s.whatsapp.net|('burn', '🔥')|1
46708275344@s.whatsapp.net|('🔥', '😅')|1
46708275344@s.whatsapp.net|('😅', 'u')|1
46708275344@s.whatsapp.net|('u', 'cool')|1
46708275344@s.whatsapp.net|('cool', '.')|2
46708275344@s.whatsapp.net|('.', 'Just')|2
46708275344@s.whatsapp.net|('Just', 'need')|1
46708275344@s.whatsapp.net|('need', 'more')|1
46708275344@s.whatsapp.net|('more', 'time')|1
46708275344@s.whatsapp.net|('time', 'Better')|1
46708275344@s.whatsapp.net|('Better', 'be')|1
46708275344@s.whatsapp.net|('be', 'careful')|1
46708275344@s.whatsapp.net|('careful', 'around')|1
46708275344@s.whatsapp.net|('around', 'here')|1
46708275344@s.whatsapp.net|('here', '...')|2
46708275344@s.whatsapp.net|('...', 'nan')|8
46708275344@s.whatsapp.net|('nan', 'Ur')|1
46708275344@s.whatsapp.net|('Ur', 'man')|1
46708275344@s.whatsapp.net|('man', 'able')|1
46708275344@s.whatsapp.net|('able', 'to')|1
46708275344@s.whatsapp.net|('to', 'move')|1
46708275344@s.whatsapp.net|('move', 'this')|2
46708275344@s.whatsapp.net|('this', 'jewellery')|1
46708275344@s.whatsapp.net|('jewellery', '?')|1
46708275344@s.whatsapp.net|('?', 'nan')|8
46708275344@s.whatsapp.net|('Got', 'this')|1
46708275344@s.whatsapp.net|('one', 'too')|1
46708275344@s.whatsapp.net|('too', 'need')|1
46708275344@s.whatsapp.net|('need', '1000kr')|1
46708275344@s.whatsapp.net|('1000kr', 'for')|1
46708275344@s.whatsapp.net|('for', 'it')|1
46708275344@s.whatsapp.net|('it', '...')|1
46708275344@s.whatsapp.net|('...', 'OK')|1
46708275344@s.whatsapp.net|('OK', 'take')|1
46708275344@s.whatsapp.net|('take', 'it')|1
46708275344@s.whatsapp.net|('it', 'Oh')|1
46708275344@s.whatsapp.net|('Oh', 'no')|1
46708275344@s.whatsapp.net|('no', '.')|1
46708275344@s.whatsapp.net|('.', 'Lay')|1
46708275344@s.whatsapp.net|('Lay', 'low')|1
46708275344@s.whatsapp.net|('low', 'dude')|1
46708275344@s.whatsapp.net|('.', 'We')|6
46708275344@s.whatsapp.net|('We', 'need')|2
46708275344@s.whatsapp.net|('need', 'you')|1
46708275344@s.whatsapp.net|('you', 'on')|1
46708275344@s.whatsapp.net|('on', 'the')|1
46708275344@s.whatsapp.net|('the', 'team')|1
46708275344@s.whatsapp.net|('team', '...')|1
46708275344@s.whatsapp.net|('...', 'do')|1
46708275344@s.whatsapp.net|('do', "n't")|3
46708275344@s.whatsapp.net|("n't", 'get')|2
46708275344@s.whatsapp.net|('get', 'caught')|1
46708275344@s.whatsapp.net|('caught', 'nan')|1
46708275344@s.whatsapp.net|('nan', 'Shadow')|1
46708275344@s.whatsapp.net|('Shadow', 'man')|1
46708275344@s.whatsapp.net|('man', 'lurking')|1
46708275344@s.whatsapp.net|('lurking', 'in')|1
46708275344@s.whatsapp.net|('in', 'the')|5
46708275344@s.whatsapp.net|('the', 'dark')|1
46708275344@s.whatsapp.net|('dark', ',')|1
46708275344@s.whatsapp.net|(',', 'looking')|1
46708275344@s.whatsapp.net|('looking', 'for')|1
46708275344@s.whatsapp.net|('for', 'easy')|1
46708275344@s.whatsapp.net|('easy', 'money')|1
46708275344@s.whatsapp.net|('money', '💰')|2
46708275344@s.whatsapp.net|('💰', 'Sweet')|1
46708275344@s.whatsapp.net|('Sweet', 'let')|1
46708275344@s.whatsapp.net|('let', "'s")|2
46708275344@s.whatsapp.net|("'s", 'hit')|1
46708275344@s.whatsapp.net|('hit', 'that')|1
46708275344@s.whatsapp.net|('that', 'one')|1
46708275344@s.whatsapp.net|('one', 'then')|1
46708275344@s.whatsapp.net|('then', '!')|1
46708275344@s.whatsapp.net|('!', 'This')|1
46708275344@s.whatsapp.net|('This', 'place')|3
46708275344@s.whatsapp.net|('place', 'looks')|1
46708275344@s.whatsapp.net|('looks', 'loaded')|1
46708275344@s.whatsapp.net|('loaded', '💰')|1
46708275344@s.whatsapp.net|('💰', 'We')|1
46708275344@s.whatsapp.net|('We', 'scored')|1
46708275344@s.whatsapp.net|('scored', 'big')|1
46708275344@s.whatsapp.net|('big', 'tonight')|1
46708275344@s.whatsapp.net|('tonight', 'crew')|1
46708275344@s.whatsapp.net|('crew', '💰👍')|1
46708275344@s.whatsapp.net|('💰👍', 'This')|1
46708275344@s.whatsapp.net|('This', 'one')|3
46708275344@s.whatsapp.net|('one', 'is')|2
46708275344@s.whatsapp.net|('is', 'hot')|1
46708275344@s.whatsapp.net|('hot', '🔥')|1
46708275344@s.whatsapp.net|('🔥', 'nan')|1
46708275344@s.whatsapp.net|('nan', 'Big')|1
46708275344@s.whatsapp.net|('Big', 'score')|1
46708275344@s.whatsapp.net|('score', 'tonight')|1
46708275344@s.whatsapp.net|('tonight', 'team')|2
46708275344@s.whatsapp.net|('team', '!')|1
46708275344@s.whatsapp.net|('!', '!')|10
46708275344@s.whatsapp.net|('!', 'Check')|1
46708275344@s.whatsapp.net|('Check', 'it')|1
46708275344@s.whatsapp.net|('it', 'out')|1
46708275344@s.whatsapp.net|('out', '.')|1
46708275344@s.whatsapp.net|('.', 'That')|1
46708275344@s.whatsapp.net|('That', 'house')|1
46708275344@s.whatsapp.net|('house', 'was')|1
46708275344@s.whatsapp.net|('was', 'loaded')|1
46708275344@s.whatsapp.net|('loaded', '.')|1
46708275344@s.whatsapp.net|('.', 'Easy')|1
46708275344@s.whatsapp.net|('Easy', 'access')|1
46708275344@s.whatsapp.net|('access', 'via')|1
46708275344@s.whatsapp.net|('via', 'the')|1
46708275344@s.whatsapp.net|('the', 'garage')|1
46708275344@s.whatsapp.net|('garage', '👌')|1
46708275344@s.whatsapp.net|('👌', 'Awesome')|1
46708275344@s.whatsapp.net|('Awesome', '!')|1
46708275344@s.whatsapp.net|('!', 'Call.me')|1
46708275344@s.whatsapp.net|('Call.me', 'when')|1
46708275344@s.whatsapp.net|('when', 'ready')|1
46708275344@s.whatsapp.net|('ready', 'Got')|1
46708275344@s.whatsapp.net|('Got', 'to')|1
46708275344@s.whatsapp.net|('to', 'be')|2
46708275344@s.whatsapp.net|('be', 'at')|1
46708275344@s.whatsapp.net|('at', 'least')|1
46708275344@s.whatsapp.net|('least', '5000kr')|1
46708275344@s.whatsapp.net|('5000kr', 'if')|1
46708275344@s.whatsapp.net|('if', 'they')|2
46708275344@s.whatsapp.net|('they', 'are')|1
46708275344@s.whatsapp.net|('are', 'real')|1
46708275344@s.whatsapp.net|('real', 'diamonds')|1
46708275344@s.whatsapp.net|('diamonds', '💎')|1
46708275344@s.whatsapp.net|('💎', 'nan')|1
46708275344@s.whatsapp.net|('nan', 'We')|3
46708275344@s.whatsapp.net|('We', 'got')|1
46708275344@s.whatsapp.net|('got', 'lucky')|1
46708275344@s.whatsapp.net|('lucky', 'on')|1
46708275344@s.whatsapp.net|('on', 'that')|1
46708275344@s.whatsapp.net|('that', 'last')|2
46708275344@s.whatsapp.net|('last', 'job')|1
46708275344@s.whatsapp.net|('job', 'Anyone')|1
46708275344@s.whatsapp.net|('Anyone', 'want')|1
46708275344@s.whatsapp.net|('want', 'to')|1
46708275344@s.whatsapp.net|('to', 'play')|1
46708275344@s.whatsapp.net|('play', 'in')|1
46708275344@s.whatsapp.net|('the', 'big')|2
46708275344@s.whatsapp.net|('big', 'league')|1
46708275344@s.whatsapp.net|('league', '.')|1
46708275344@s.whatsapp.net|('.', 'Can')|1
46708275344@s.whatsapp.net|('Can', 'you')|1
46708275344@s.whatsapp.net|('you', 'guys')|2
46708275344@s.whatsapp.net|('guys', 'move')|1
46708275344@s.whatsapp.net|('this', 'stuff')|1
46708275344@s.whatsapp.net|('stuff', 'if')|1
46708275344@s.whatsapp.net|('if', 'we')|2
46708275344@s.whatsapp.net|('we', 'come')|1
46708275344@s.whatsapp.net|('come', 'across')|1
46708275344@s.whatsapp.net|('across', 'some')|1
46708275344@s.whatsapp.net|('some', '?')|1
46708275344@s.whatsapp.net|('nan', 'Seen')|1
46708275344@s.whatsapp.net|('Seen', 'in')|1
46708275344@s.whatsapp.net|('Sweden', '🇸🇪')|1
46708275344@s.whatsapp.net|('🇸🇪', 'Good')|1
46708275344@s.whatsapp.net|('Good', 'security')|1
46708275344@s.whatsapp.net|('security', 'at')|1
46708275344@s.whatsapp.net|('at', 'this')|1
46708275344@s.whatsapp.net|('this', 'place')|1
46708275344@s.whatsapp.net|('place', '👏')|1
46708275344@s.whatsapp.net|('👏', 'Far')|1
46708275344@s.whatsapp.net|('Far', 'out')|1
46708275344@s.whatsapp.net|('out', 'man')|1
46708275344@s.whatsapp.net|('man', 'nan')|1
46708275344@s.whatsapp.net|('nan', 'What')|2
46708275344@s.whatsapp.net|('What', 'do')|2
46708275344@s.whatsapp.net|('do', 'you')|2
46708275344@s.whatsapp.net|('you', 'think')|1
46708275344@s.whatsapp.net|('think', '?')|2
46708275344@s.whatsapp.net|('?', 'Hahaha')|1
46708275344@s.whatsapp.net|('Hahaha', 'u')|1
46708275344@s.whatsapp.net|('u', 'pay')|1
46708275344@s.whatsapp.net|('pay', ',')|1
46708275344@s.whatsapp.net|(',', 'I')|1
46708275344@s.whatsapp.net|('I', 'give')|2
46708275344@s.whatsapp.net|('give', '....')|1
46708275344@s.whatsapp.net|('....', '💰👍')|1
46708275344@s.whatsapp.net|('💰👍', 'Awesome')|1
46708275344@s.whatsapp.net|('Awesome', '.')|1
46708275344@s.whatsapp.net|('.', 'Looks')|1
46708275344@s.whatsapp.net|('Looks', 'like')|2
46708275344@s.whatsapp.net|('like', 'a')|4
46708275344@s.whatsapp.net|('a', 'perfect')|1
46708275344@s.whatsapp.net|('perfect', 'target')|1
46708275344@s.whatsapp.net|('target', '.')|2
46708275344@s.whatsapp.net|('.', 'Thanks')|1
46708275344@s.whatsapp.net|('Thanks', 'Twilight')|1
46708275344@s.whatsapp.net|('Twilight', 'you')|1
46708275344@s.whatsapp.net|('you', 'rock')|1
46708275344@s.whatsapp.net|('rock', '🪨🎸')|1
46708275344@s.whatsapp.net|('🪨🎸', 'Stop')|1
46708275344@s.whatsapp.net|('Stop', 'complaining')|1
46708275344@s.whatsapp.net|('complaining', 'man')|1
46708275344@s.whatsapp.net|('man', 'and')|1
46708275344@s.whatsapp.net|('get', 'to')|1
46708275344@s.whatsapp.net|('to', 'work')|1
46708275344@s.whatsapp.net|('work', '.')|1
46708275344@s.whatsapp.net|('need', 'to')|2
46708275344@s.whatsapp.net|('to', 'make')|2
46708275344@s.whatsapp.net|('make', 'the')|1
46708275344@s.whatsapp.net|('💰', 'Mucho')|1
46708275344@s.whatsapp.net|('Mucho', 'building')|1
46708275344@s.whatsapp.net|('building', 'work')|1
46708275344@s.whatsapp.net|('work', 'here')|1
46708275344@s.whatsapp.net|('...', 'I')|2
46708275344@s.whatsapp.net|('I', 'am')|4
46708275344@s.whatsapp.net|('am', 'hilarious')|1
46708275344@s.whatsapp.net|('hilarious', ',')|1
46708275344@s.whatsapp.net|(',', 'thank')|1
46708275344@s.whatsapp.net|('thank', 'you')|1
46708275344@s.whatsapp.net|('you', 'for')|1
46708275344@s.whatsapp.net|('for', 'finally')|1
46708275344@s.whatsapp.net|('finally', 'recognising')|1
46708275344@s.whatsapp.net|('recognising', 'my')|1
46708275344@s.whatsapp.net|('my', 'comic')|1
46708275344@s.whatsapp.net|('comic', 'genius')|1
46708275344@s.whatsapp.net|('genius', ',')|1
46708275344@s.whatsapp.net|(',', 'alongside')|1
46708275344@s.whatsapp.net|('alongside', 'my')|1
46708275344@s.whatsapp.net|('my', 'criminal')|1
46708275344@s.whatsapp.net|('criminal', 'mastermind')|1
46708275344@s.whatsapp.net|('mastermind', 'skills')|1
46708275344@s.whatsapp.net|('skills', '😉')|1
46708275344@s.whatsapp.net|('😉', 'Let')|1
46708275344@s.whatsapp.net|("'s", 'just')|1
46708275344@s.whatsapp.net|('just', 'say')|1
46708275344@s.whatsapp.net|('say', 'that')|1
46708275344@s.whatsapp.net|('last', 'night')|1
46708275344@s.whatsapp.net|('night', 'out')|1
46708275344@s.whatsapp.net|('out', 'score')|1
46708275344@s.whatsapp.net|('score', 'was')|1
46708275344@s.whatsapp.net|('was', 'quantity')|1
46708275344@s.whatsapp.net|('quantity', 'over')|1
46708275344@s.whatsapp.net|('over', 'quality')|1
46708275344@s.whatsapp.net|('quality', '....')|1
46708275344@s.whatsapp.net|('....', 'nan')|3
46708275344@s.whatsapp.net|('nan', 'Know')|1
46708275344@s.whatsapp.net|('Know', 'anyone')|1
46708275344@s.whatsapp.net|('anyone', 'who')|1
46708275344@s.whatsapp.net|('who', 'wants')|1
46708275344@s.whatsapp.net|('wants', 'to')|1
46708275344@s.whatsapp.net|('to', 'shift')|2
46708275344@s.whatsapp.net|('shift', 'a')|1
46708275344@s.whatsapp.net|('a', 'bucket')|1
46708275344@s.whatsapp.net|('bucket', 'of')|1
46708275344@s.whatsapp.net|('of', 'jewels')|1
46708275344@s.whatsapp.net|('jewels', '?')|1
46708275344@s.whatsapp.net|('?', '?')|14
46708275344@s.whatsapp.net|('?', 'I')|2
46708275344@s.whatsapp.net|('I', 'know')|2
46708275344@s.whatsapp.net|('know', 'h1ow')|1
46708275344@s.whatsapp.net|('h1ow', 'he')|1
46708275344@s.whatsapp.net|('he', 'feels')|1
46708275344@s.whatsapp.net|('feels', '...')|1
46708275344@s.whatsapp.net|('nan', 'This')|5
46708275344@s.whatsapp.net|('place', 'was')|1
46708275344@s.whatsapp.net|('was', 'very')|1
46708275344@s.whatsapp.net|('very', 'isolated')|1
46708275344@s.whatsapp.net|('isolated', 'I')|1
46708275344@s.whatsapp.net|('give', 'you')|1
46708275344@s.whatsapp.net|('you', '20k')|1
46708275344@s.whatsapp.net|('20k', 'Twilight')|1
46708275344@s.whatsapp.net|('Twilight', 'This')|1
46708275344@s.whatsapp.net|('This', 'feels')|1
46708275344@s.whatsapp.net|('feels', 'like')|1
46708275344@s.whatsapp.net|('a', 'trap')|1
46708275344@s.whatsapp.net|('trap', '?')|1
46708275344@s.whatsapp.net|('?', 'You')|2
46708275344@s.whatsapp.net|('You', 'guys')|1
46708275344@s.whatsapp.net|('guys', 'hungry')|1
46708275344@s.whatsapp.net|('hungry', '?')|1
46708275344@s.whatsapp.net|('?', 'R')|1
46708275344@s.whatsapp.net|('R', 'u')|1
46708275344@s.whatsapp.net|('u', 'a')|1
46708275344@s.whatsapp.net|('a', 'big')|2
46708275344@s.whatsapp.net|('big', 'Prince')|1
46708275344@s.whatsapp.net|('Prince', 'fan')|1
46708275344@s.whatsapp.net|('fan', 'or')|1
46708275344@s.whatsapp.net|('or', 'just')|1
46708275344@s.whatsapp.net|('just', 'an')|1
46708275344@s.whatsapp.net|('an', 'artist')|1
46708275344@s.whatsapp.net|('artist', 'formerly')|1
46708275344@s.whatsapp.net|('formerly', 'known')|1
46708275344@s.whatsapp.net|('known', 'as')|1
46708275344@s.whatsapp.net|('as', 'a')|1
46708275344@s.whatsapp.net|('a', 'fan')|1
46708275344@s.whatsapp.net|('fan', '?')|1
46708275344@s.whatsapp.net|('We', 'had')|1
46708275344@s.whatsapp.net|('had', 'a')|1
46708275344@s.whatsapp.net|('a', 'good')|3
46708275344@s.whatsapp.net|('good', 'week')|1
46708275344@s.whatsapp.net|('week', 'team')|1
46708275344@s.whatsapp.net|('team', '🙌')|1
46708275344@s.whatsapp.net|('🙌', 'nan')|1
46708275344@s.whatsapp.net|('nan', 'Now')|1
46708275344@s.whatsapp.net|('Now', 'we')|1
46708275344@s.whatsapp.net|('we', 'need')|1
46708275344@s.whatsapp.net|('shift', 'this')|1
46708275344@s.whatsapp.net|('this', 'lot')|1
46708275344@s.whatsapp.net|('lot', 'through')|1
46708275344@s.whatsapp.net|('through', 'the')|1
46708275344@s.whatsapp.net|('the', 'cafe')|1
46708275344@s.whatsapp.net|('cafe', '...')|1
46708275344@s.whatsapp.net|('...', '👌OK')|1
46708275344@s.whatsapp.net|('👌OK', 'my')|1
46708275344@s.whatsapp.net|('my', 'friend')|1
46708275344@s.whatsapp.net|('friend', '.')|1
46708275344@s.whatsapp.net|('We', 'visit')|1
46708275344@s.whatsapp.net|('visit', 'tomorrow')|1
46708275344@s.whatsapp.net|('tomorrow', 'Yes')|1
46708275344@s.whatsapp.net|('Yes', 'great')|1
46708275344@s.whatsapp.net|('great', 'idea')|1
46708275344@s.whatsapp.net|('idea', 'Goose')|1
46708275344@s.whatsapp.net|('Goose', '.')|2
46708275344@s.whatsapp.net|('We', 'worked')|1
46708275344@s.whatsapp.net|('worked', 'hard')|1
46708275344@s.whatsapp.net|('hard', ',')|1
46708275344@s.whatsapp.net|(',', 'made')|1
46708275344@s.whatsapp.net|('made', 'a')|1
46708275344@s.whatsapp.net|('big', 'score')|1
46708275344@s.whatsapp.net|('score', 'with')|1
46708275344@s.whatsapp.net|('with', 'the')|3
46708275344@s.whatsapp.net|('the', 'diamonds')|1
46708275344@s.whatsapp.net|('diamonds', 'and')|1
46708275344@s.whatsapp.net|('and', 'we')|1
46708275344@s.whatsapp.net|('we', 'deserve')|1
46708275344@s.whatsapp.net|('deserve', 'a')|1
46708275344@s.whatsapp.net|('a', 'night')|1
46708275344@s.whatsapp.net|('night', 'off')|1
46708275344@s.whatsapp.net|('off', 'for')|1
46708275344@s.whatsapp.net|('for', 'once')|1
46708275344@s.whatsapp.net|('once', '.')|1
46708275344@s.whatsapp.net|("'s", 'all')|1
46708275344@s.whatsapp.net|('all', 'enjoy')|1
46708275344@s.whatsapp.net|('enjoy', 'the')|1
46708275344@s.whatsapp.net|('the', 'silly')|1
46708275344@s.whatsapp.net|('silly', 'cult')|1
46708275344@s.whatsapp.net|('cult', 'Swedish')|1
46708275344@s.whatsapp.net|('Swedish', 'music')|1
46708275344@s.whatsapp.net|('music', 'show')|1
46708275344@s.whatsapp.net|('show', '!')|1
46708275344@s.whatsapp.net|('!', 'nan')|3
46708275344@s.whatsapp.net|('nan', 'Scored')|1
46708275344@s.whatsapp.net|('Scored', '!')|1
46708275344@s.whatsapp.net|('nan', 'Another')|1
46708275344@s.whatsapp.net|('Another', 'jackpot')|1
46708275344@s.whatsapp.net|('jackpot', 'house')|1
46708275344@s.whatsapp.net|('house', 'today')|1
46708275344@s.whatsapp.net|('today', '.')|2
46708275344@s.whatsapp.net|('.', 'It')|2
46708275344@s.whatsapp.net|('It', "'s")|3
46708275344@s.whatsapp.net|("'s", 'too')|1
46708275344@s.whatsapp.net|('too', 'easy')|1
46708275344@s.whatsapp.net|('easy', '....')|1
46708275344@s.whatsapp.net|('....', 'Damn')|1
46708275344@s.whatsapp.net|('Damn', 'that')|1
46708275344@s.whatsapp.net|('that', 'place')|1
46708275344@s.whatsapp.net|('place', 'is')|3
46708275344@s.whatsapp.net|('is', 'super')|1
46708275344@s.whatsapp.net|('super', 'secure')|1
46708275344@s.whatsapp.net|('secure', '.')|1
46708275344@s.whatsapp.net|('.', 'How')|1
46708275344@s.whatsapp.net|('How', 'did')|1
46708275344@s.whatsapp.net|('did', 'you')|1
46708275344@s.whatsapp.net|('you', 'get')|1
46708275344@s.whatsapp.net|('get', 'in')|1
46708275344@s.whatsapp.net|('in', '?')|1
46708275344@s.whatsapp.net|('nan', 'Get')|1
46708275344@s.whatsapp.net|('Get', 'anything')|1
46708275344@s.whatsapp.net|('anything', 'this')|1
46708275344@s.whatsapp.net|('this', 'good')|1
46708275344@s.whatsapp.net|('good', '?')|1
46708275344@s.whatsapp.net|('?', '😅')|1
46708275344@s.whatsapp.net|('😅', 'Binary')|1
46708275344@s.whatsapp.net|('Binary', 'license')|1
46708275344@s.whatsapp.net|('license', 'plate')|1
46708275344@s.whatsapp.net|('plate', '?')|1
46708275344@s.whatsapp.net|('nan', '😅')|1
46708275344@s.whatsapp.net|('😅', 'nan')|1
46708275344@s.whatsapp.net|('This', 'is')|3
46708275344@s.whatsapp.net|('is', 'how')|1
46708275344@s.whatsapp.net|('how', 'we')|1
46708275344@s.whatsapp.net|('we', 'roll')|1
46708275344@s.whatsapp.net|('roll', 'baby')|1
46708275344@s.whatsapp.net|('baby', '😎')|1
46708275344@s.whatsapp.net|('😎', 'nan')|1
46708275344@s.whatsapp.net|('nan', 'Hey')|2
46708275344@s.whatsapp.net|('Hey', 'dudes')|1
46708275344@s.whatsapp.net|('dudes', '.')|1
46708275344@s.whatsapp.net|('.', 'This')|2
46708275344@s.whatsapp.net|('This', 'sucks')|1
46708275344@s.whatsapp.net|('sucks', '.')|1
46708275344@s.whatsapp.net|('.', 'Big')|1
46708275344@s.whatsapp.net|('Big', 'boss')|1
46708275344@s.whatsapp.net|('boss', 'is')|1
46708275344@s.whatsapp.net|('is', 'giving')|1
46708275344@s.whatsapp.net|('giving', 'us')|1
46708275344@s.whatsapp.net|('us', 'less')|1
46708275344@s.whatsapp.net|('less', 'and')|1
46708275344@s.whatsapp.net|('and', 'less')|1
46708275344@s.whatsapp.net|('less', 'for')|1
46708275344@s.whatsapp.net|('for', 'each')|1
46708275344@s.whatsapp.net|('each', 'score')|1
46708275344@s.whatsapp.net|('score', '.')|1
46708275344@s.whatsapp.net|('.', 'Told')|1
46708275344@s.whatsapp.net|('Told', 'me')|1
46708275344@s.whatsapp.net|('me', 'price')|1
46708275344@s.whatsapp.net|('price', 'of')|2
