Sender;Ngram;Count
Maverick SOB;('w', 'o');2
Maverick SOB;('r', 'k');3
Maverick SOB;('g', 'o');5
Maverick SOB;('A', ' ');1
Maverick SOB;('r', 'r');2
Maverick SOB;('N', 'o');3
Maverick SOB;('b', 'i');1
Maverick SOB;('1', '5');1
Maverick SOB;('5', ',');1
Maverick SOB;('0', 'k');4
Maverick SOB;('k', 'r');4
Maverick SOB;('m', 's');1
Maverick SOB;('e', 'p');1
Maverick SOB;('W', 'i');2
Maverick SOB;('k', 'n');3
Maverick SOB;('N', 'e');1
Maverick SOB;('k', 's');2
Maverick SOB;('m', 'o');3
Maverick SOB;('t', 'w');1
Maverick SOB;(' ', '6');1
Maverick SOB;('6', '.');1
Maverick SOB;('.', '3');1
Maverick SOB;('3', '0');2
Maverick SOB;('0', '-');1
Maverick SOB;('-', '7');1
Maverick SOB;('7', 'p');1
Maverick SOB;('p', 'm');1
Maverick SOB;('m', '.');1
Maverick SOB;(' ', '3');1
Maverick SOB;('r', 'n');2
Maverick SOB;('ƒ', 'Æ');2
Maverick SOB;('Æ', '╕');1
Maverick SOB;('╕', ' ');1
Maverick SOB;('æ', 'ì');1
Maverick SOB;('ì', ' ');1
Maverick SOB;('d', 'u');1
Maverick SOB;('B', 'e');1
Maverick SOB;('r', 'l');1
Maverick SOB;('A', 's');1
Maverick SOB;('Æ', '░');1
Maverick SOB;('░', ' ');1
Maverick SOB;(' ', ':');1
Maverick SOB;(':', ')');1
Maverick SOB;(')', ' ');3
Maverick SOB;('M', 'e');3
Maverick SOB;('t', 's');1
Maverick SOB;('b', 'a');2
Maverick SOB;('o', 'p');1
Maverick SOB;('L', 'i');2
Maverick SOB;(' ', 'C');1
Maverick SOB;('C', 'a');1
Maverick SOB;('g', 'a');1
Maverick SOB;(' ', ';');1
Maverick SOB;(';', ')');1
Maverick SOB;('H', 'e');1
Maverick SOB;('e', 'y');3
Maverick SOB;('I', 'f');1
Maverick SOB;('d', 'i');1
Maverick SOB;('e', 'm');2
Maverick SOB;('W', 'a');3
Maverick SOB;('o', 'e');2
Maverick SOB;('s', 'n');1
Maverick SOB;('t', 'a');3
Maverick SOB;('e', 'h');1
Maverick SOB;('p', 'p');1
Maverick SOB;('D', 'i');1
Maverick SOB;('p', 'r');1
Maverick SOB;('u', ',');1
Maverick SOB;('l', 'k');1
Maverick SOB;('A', 'n');1
Maverick SOB;('i', 'f');2
Maverick SOB;('t', ',');1
Maverick SOB;('G', 'u');1
Maverick SOB;('u', 'y');3
Maverick SOB;('c', 't');1
Maverick SOB;('l', 'r');1
Maverick SOB;('ƒ', 'Ö');1
Maverick SOB;('Ö', 'ä');1
Maverick SOB;('ä', ' ');1
Maverick SOB;('S', 'u');1
Maverick SOB;('D', 'u');2
Maverick SOB;('u', 'd');2
Maverick SOB;('A', 'l');1
Maverick SOB;(' ', 'R');1
Maverick SOB;('R', 'e');1
Maverick SOB;('a', 'x');1
Maverick SOB;('x', '.');1
Maverick SOB;('S', 'p');2
Maverick SOB;('D', 'a');2
Maverick SOB;('.', 'w');1
Maverick SOB;(' ', '2');1
Maverick SOB;('2', ' ');1
Maverick SOB;('x', 't');1
Maverick SOB;('u', "'");1
Maverick SOB;("'", 'r');1
Maverick SOB;('F', 'a');1
Maverick SOB;('w', '?');1
Maverick SOB;('n', ',');1
Maverick SOB;('l', 'p');1
Maverick SOB;('s', 'y');1
Maverick SOB;('t', 't');1
Maverick SOB;('ƒ', 'É');1
Maverick SOB;('É', '¥');1
Maverick SOB;('¥', ' ');1
Maverick SOB;('f', 'e');1
Maverick SOB;('c', 'y');1
Maverick SOB;('S', 'n');1
Maverick SOB;('w', 'y');1
Maverick SOB;('ƒ', 'î');1
Maverick SOB;('î', '¿');1
Maverick SOB;('¿', ' ');1
Maverick SOB;('d', 'l');1
Maverick SOB;('s', '?');1
Maverick SOB;(' ', '(');1
Maverick SOB;('(', 's');1
Maverick SOB;('s', 'm');1
Maverick SOB;('y', ')');1
Maverick SOB;('f', 'u');1
Maverick SOB;(' ', '5');1
Maverick SOB;('5', '0');1
Maverick SOB;('s', ',');1
Maverick SOB;('p', 'h');1
Maverick SOB;('d', '?');1
Maverick SOB;('d', 'm');2
Maverick SOB;('a', "'");1
Maverick SOB;('.', '\\');2
Maverick SOB;('n', 'D');1
Maverick SOB;('r', '?');2
Maverick SOB;('s', 'l');1
Maverick SOB;('n', 'W');1
Maverick SOB;(' ', '8');1
Maverick SOB;('8', '0');1
Maverick.4444;('N', 'o');1
Maverick.4444;('o', ' ');1
Maverick.4444;(' ', 't');2
Maverick.4444;('t', 'h');2
Maverick.4444;('h', 'a');2
Maverick.4444;('a', 'n');2
Maverick.4444;('n', 'k');1
Maverick.4444;('k', 's');1
Maverick.4444;('s', ' ');2
Maverick.4444;(' ', 'S');1
Maverick.4444;('S', 'h');1
Maverick.4444;('h', 'o');1
Maverick.4444;('o', 'u');1
Maverick.4444;('u', 'l');1
Maverick.4444;('l', 'd');1
Maverick.4444;('d', ' ');1
Maverick.4444;(' ', 'u');2
Maverick.4444;('u', ' ');1
Maverick.4444;(' ', 'b');1
Maverick.4444;('b', 'e');1
Maverick.4444;('e', ' ');1
Maverick.4444;('u', 's');1
Maverick.4444;('s', 'i');1
Maverick.4444;('i', 'n');1
Maverick.4444;('n', 'g');1
Maverick.4444;('g', ' ');1
Maverick.4444;('h', 'i');1
Maverick.4444;('i', 's');1
Maverick.4444;(' ', 'c');1
Maverick.4444;('c', 'h');1
Maverick.4444;('n', 'n');1
Maverick.4444;('n', 'e');1
Maverick.4444;('e', 'l');1
Maverick.4444;('l', '?');1
Mike.Jonson;('Y', 'e');4
Mike.Jonson;('e', 't');3
Mike.Jonson;('t', ' ');20
Mike.Jonson;(' ', 'm');9
Mike.Jonson;('m', 'a');5
Mike.Jonson;('a', 'y');1
Mike.Jonson;('y', 'b');1
Mike.Jonson;('b', 'e');3
Mike.Jonson;('e', ' ');14
Mike.Jonson;(' ', 'n');8
Mike.Jonson;('n', 'o');6
Mike.Jonson;('o', 't');2
Mike.Jonson;(' ', 's');13
Mike.Jonson;('s', 'm');1
Mike.Jonson;('a', 'r');4
Mike.Jonson;('r', 't');3
Mike.Jonson;('t', '.');3
Mike.Jonson;('.', ' ');16
Mike.Jonson;(' ', 'G');1
Mike.Jonson;('G', 'o');1
Mike.Jonson;('o', 'o');3
Mike.Jonson;('o', 'd');1
Mike.Jonson;('d', ' ');8
Mike.Jonson;(' ', 'p');2
Mike.Jonson;('p', 'o');1
Mike.Jonson;('o', 'i');1
Mike.Jonson;('i', 'n');10
Mike.Jonson;('n', 't');4
Mike.Jonson;('n', 'a');2
Mike.Jonson;('a', 'n');15
Mike.Jonson;('n', ' ');4
Mike.Jonson;(' ', 'S');4
Mike.Jonson;('S', 'o');2
Mike.Jonson;('o', ' ');21
Mike.Jonson;(' ', 'w');11
Mike.Jonson;('w', 'h');5
Mike.Jonson;('h', 'a');12
Mike.Jonson;('a', 't');10
Mike.Jonson;('t', "'");2
Mike.Jonson;("'", 's');2
Mike.Jonson;('s', ' ');14
Mike.Jonson;(' ', 'u');3
Mike.Jonson;('u', 'p');1
Mike.Jonson;('p', ' ');1
Mike.Jonson;(' ', 'd');11
Mike.Jonson;('d', 'o');10
Mike.Jonson;('o', 'g');1
Mike.Jonson;('g', '?');1
Mike.Jonson;('?', ' ');9
Mike.Jonson;(' ', 'H');2
Mike.Jonson;('H', 'i');1
Mike.Jonson;('i', ' ');1
Mike.Jonson;('S', 'a');1
Mike.Jonson;('a', 'd');3
Mike.Jonson;('d', 'i');3
Mike.Jonson;('i', 'e');3
Mike.Jonson;('e', '.');6
Mike.Jonson;(' ', 'I');9
Mike.Jonson;('I', ' ');9
Mike.Jonson;(' ', 'a');16
Mike.Jonson;('a', 'm');2
Mike.Jonson;('m', ' ');3
Mike.Jonson;('s', 'h');1
Mike.Jonson;('h', 'y');1
Mike.Jonson;('y', '.');2
Mike.Jonson;(' ', 'N');2
Mike.Jonson;('N', 'o');2
Mike.Jonson;('s', 'o');6
Mike.Jonson;('o', 'r');4
Mike.Jonson;('r', 'r');1
Mike.Jonson;('r', 'y');1
Mike.Jonson;('o', 'n');7
Mike.Jonson;('n', "'");3
Mike.Jonson;("'", 't');3
Mike.Jonson;(' ', 'k');3
Mike.Jonson;('k', 'n');2
Mike.Jonson;('o', 'w');6
Mike.Jonson;('w', ' ');4
Mike.Jonson;('n', 'y');1
Mike.Jonson;('y', ' ');3
Mike.Jonson;(' ', 'l');4
Mike.Jonson;('l', 'a');2
Mike.Jonson;('e', 's');8
Mike.Jonson;('s', '.');1
Mike.Jonson;(' ', 'T');7
Mike.Jonson;('T', 'h');6
Mike.Jonson;('h', 'i');3
Mike.Jonson;('i', 's');6
Mike.Jonson;(' ', 'i');6
Mike.Jonson;('a', ' ');5
Mike.Jonson;('w', 'i');3
Mike.Jonson;('i', 'l');4
Mike.Jonson;('l', 'd');1
Mike.Jonson;(' ', 'g');2
Mike.Jonson;('g', 'u');2
Mike.Jonson;('u', 'e');3
Mike.Jonson;('s', 's');3
Mike.Jonson;(' ', 'b');7
Mike.Jonson;('b', 'u');2
Mike.Jonson;('u', 't');1
Mike.Jonson;(' ', 'y');10
Mike.Jonson;('y', 'o');10
Mike.Jonson;('o', 'u');11
Mike.Jonson;('u', ' ');10
Mike.Jonson;(' ', 'h');2
Mike.Jonson;('a', 'v');2
Mike.Jonson;('v', 'e');2
Mike.Jonson;(' ', 'r');1
Mike.Jonson;('r', 'o');3
Mike.Jonson;('o', 'm');6
Mike.Jonson;('m', 'i');3
Mike.Jonson;('.', '.');4
Mike.Jonson;('.', '?');1
Mike.Jonson;(' ', 'B');1
Mike.Jonson;('B', 'i');1
Mike.Jonson;('n', 'g');7
Mike.Jonson;('g', 'o');1
Mike.Jonson;('u', 'z');1
Mike.Jonson;('z', 'z');1
Mike.Jonson;('z', 'w');1
Mike.Jonson;('w', 'o');2
Mike.Jonson;('r', 'd');1
Mike.Jonson;(' ', 'q');2
Mike.Jonson;('q', 'u');2
Mike.Jonson;('u', 'a');1
Mike.Jonson;('r', 'a');2
Mike.Jonson;('t', 'i');4
Mike.Jonson;('n', 'e');3
Mike.Jonson;(' ', ' ');1
Mike.Jonson;('n', 'd');4
Mike.Jonson;('o', 'c');1
Mike.Jonson;('c', 'i');2
Mike.Jonson;('i', 'a');1
Mike.Jonson;('a', 'l');4
Mike.Jonson;('l', ' ');5
Mike.Jonson;('s', 't');4
Mike.Jonson;('t', 'a');1
Mike.Jonson;('n', 'c');1
Mike.Jonson;('c', 'e');1
Mike.Jonson;('e', '?');4
Mike.Jonson;(' ', 'W');3
Mike.Jonson;('W', 'h');2
Mike.Jonson;('l', 'i');1
Mike.Jonson;('i', 'k');1
Mike.Jonson;('k', 'e');1
Mike.Jonson;(' ', 't');10
Mike.Jonson;('t', 'o');8
Mike.Jonson;('k', 'i');1
Mike.Jonson;('l', 'l');4
Mike.Jonson;('i', 'm');1
Mike.Jonson;('m', 'e');6
Mike.Jonson;(' ', 'o');2
Mike.Jonson;('o', 'f');1
Mike.Jonson;('f', ' ');1
Mike.Jonson;(' ', '\\');1
Mike.Jonson;('\\', 'h');1
Mike.Jonson;('h', 'u');1
Mike.Jonson;('u', 'm');1
Mike.Jonson;('n', 's');1
Mike.Jonson;('s', '\\');1
Mike.Jonson;('\\', '"');1
Mike.Jonson;('"', ' ');2
Mike.Jonson;('r', 'e');3
Mike.Jonson;(' ', '2');1
Mike.Jonson;('2', '?');1
Mike.Jonson;('?', '"');1
Mike.Jonson;(' ', 'D');1
Mike.Jonson;('D', 'o');1
Mike.Jonson;('w', 'a');2
Mike.Jonson;('a', 's');2
Mike.Jonson;('s', 'k');1
Mike.Jonson;('k', ' ');9
Mike.Jonson;('s', 'e');5
Mike.Jonson;('e', 'r');2
Mike.Jonson;('r', 'i');1
Mike.Jonson;('i', 'o');2
Mike.Jonson;('u', 's');3
Mike.Jonson;('n', '?');1
Mike.Jonson;('T', 'a');1
Mike.Jonson;('l', 'k');1
Mike.Jonson;(' ', 'c');4
Mike.Jonson;('c', 'h');2
Mike.Jonson;('b', 'o');1
Mike.Jonson;('t', 's');1
Mike.Jonson;('h', 'o');2
Mike.Jonson;('t', 't');1
Mike.Jonson;('t', 'e');3
Mike.Jonson;('e', 'm');1
Mike.Jonson;('m', 'p');3
Mike.Jonson;('p', 't');1
Mike.Jonson;('c', 'o');3
Mike.Jonson;('p', 'r');1
Mike.Jonson;('h', 'e');1
Mike.Jonson;('n', 'i');1
Mike.Jonson;('i', 'p');1
Mike.Jonson;('p', 'u');1
Mike.Jonson;('u', 'l');1
Mike.Jonson;('S', 'u');1
Mike.Jonson;('u', 'r');2
Mike.Jonson;('i', 't');5
Mike.Jonson;('t', 'h');3
Mike.Jonson;('g', ' ');3
Mike.Jonson;('a', 'u');1
Mike.Jonson;('u', 'g');2
Mike.Jonson;('g', 'h');1
Mike.Jonson;('h', 't');1
Mike.Jonson;('t', 'y');1
Mike.Jonson;('w', '?');1
Mike.Jonson;('o', 'p');2
Mike.Jonson;('p', 'e');1
Mike.Jonson;('e', 'l');1
Mike.Jonson;('l', 'e');3
Mike.Jonson;('e', 'd');2
Mike.Jonson;('d', '.');1
Mike.Jonson;('H', 'o');1
Mike.Jonson;(' ', 'e');1
Mike.Jonson;('e', 'x');1
Mike.Jonson;('x', 'c');1
Mike.Jonson;(' ', 'f');1
Mike.Jonson;('f', 'r');1
Mike.Jonson;('p', 'l');2
Mike.Jonson;('t', 'r');1
Mike.Jonson;('g', 'e');1
Mike.Jonson;('r', ' ');3
Mike.Jonson;('w', '.');2
Mike.Jonson;('b', 'i');1
Mike.Jonson;('e', 'w');1
Mike.Jonson;('n', 'f');1
Mike.Jonson;('f', 'u');1
Mike.Jonson;('s', 'i');2
Mike.Jonson;(' ', 'Y');3
Mike.Jonson;('e', 'a');2
Mike.Jonson;('n', 'k');3
Mike.Jonson;('e', 'e');2
Mike.Jonson;('W', 'i');1
Mike.Jonson;('h', ' ');3
Mike.Jonson;('s', 'u');1
Mike.Jonson;('g', 'a');1
Mike.Jonson;('p', '.');1
Mike.Jonson;(' ', 'O');4
Mike.Jonson;('O', 'h');2
Mike.Jonson;('m', 'u');1
Mike.Jonson;('u', 'c');1
Mike.Jonson;('h', '.');1
Mike.Jonson;('o', '?');1
Mike.Jonson;('l', 'o');2
Mike.Jonson;('o', 's');1
Mike.Jonson;('l', 'r');1
Mike.Jonson;('d', 'y');1
Mike.Jonson;('y', '?');1
Mike.Jonson;('?', '?');2
Mike.Jonson;(' ', 'L');1
Mike.Jonson;('L', 'o');1
Mike.Jonson;('o', 'k');1
Mike.Jonson;('g', 'i');1
Mike.Jonson;('g', 'l');1
Mike.Jonson;('l', 'y');1
Mike.Jonson;('O', 'k');2
Mike.Jonson;('b', 'a');1
Mike.Jonson;('a', 'c');1
Mike.Jonson;('c', 'k');1
Mike.Jonson;('i', 'd');1
Mike.Jonson;('d', 'e');1
Telegram;('T', 'e');6
Telegram;('e', 'l');13
Telegram;('l', 'e');16
Telegram;('e', 'g');7
Telegram;('g', 'r');7
Telegram;('r', 'a');8
Telegram;('a', 'm');7
Telegram;('m', ' ');6
Telegram;(' ', 's');10
Telegram;('s', 'u');2
Telegram;('u', 'r');10
Telegram;('r', 'p');1
Telegram;('p', 'a');5
Telegram;('a', 's');5
Telegram;('s', 's');5
Telegram;('s', 'e');9
Telegram;('e', 'd');10
Telegram;('d', ' ');16
Telegram;(' ', '5');1
Telegram;('5', '0');2
Telegram;('0', '0');1
Telegram;('0', ' ');2
Telegram;(' ', 'm');8
Telegram;('m', 'i');7
Telegram;('i', 'l');6
Telegram;('l', 'l');5
Telegram;('l', 'i');12
Telegram;('i', 'o');9
Telegram;('o', 'n');16
Telegram;('n', ' ');19
Telegram;(' ', 'a');19
Telegram;('a', 'c');4
Telegram;('c', 't');4
Telegram;('t', 'i');9
Telegram;('i', 'v');3
Telegram;('v', 'e');6
Telegram;('e', ' ');47
Telegram;(' ', 'u');7
Telegram;('u', 's');7
Telegram;('e', 'r');15
Telegram;('r', 's');9
Telegram;('s', '.');4
Telegram;('.', ' ');2
Telegram;(' ', '\\');3
Telegram;('\\', 'n');31
Telegram;('n', 'I');3
Telegram;('I', 'n');2
Telegram;(' ', '2');2
Telegram;('2', '0');1
Telegram;('0', '2');1
Telegram;('2', '1');1
Telegram;('1', ',');1
Telegram;(',', ' ');10
Telegram;('m', 'o');2
Telegram;('o', 'r');16
Telegram;('r', 'e');12
Telegram;(' ', 't');25
Telegram;('t', 'h');13
Telegram;('h', 'a');25
Telegram;('a', 'n');19
Telegram;(' ', '1');1
Telegram;('1', '5');1
Telegram;(' ', 'n');2
Telegram;('n', 'e');16
Telegram;('e', 'w');2
Telegram;('w', ' ');3
Telegram;('s', ' ');30
Telegram;(' ', 'f');10
Telegram;('f', 'r');4
Telegram;('r', 'o');7
Telegram;('o', 'm');4
Telegram;('a', 'r');7
Telegram;('o', 'u');18
Telegram;('u', 'n');3
Telegram;('n', 'd');5
Telegram;('h', 'e');10
Telegram;(' ', 'w');7
Telegram;('w', 'o');1
Telegram;('r', 'l');1
Telegram;('l', 'd');1
Telegram;(' ', 'j');2
Telegram;('j', 'o');2
Telegram;('o', 'i');12
Telegram;('i', 'n');17
Telegram;(' ', 'T');6
Telegram;('m', '.');3
Telegram;('.', '\\');12
Telegram;('n', '\\');9
Telegram;('n', 'T');3
Telegram;('T', 'h');2
Telegram;('n', 'k');2
Telegram;('k', ' ');3
Telegram;(' ', 'y');11
Telegram;('y', 'o');11
Telegram;('u', '!');1
Telegram;('!', ' ');1
Telegram;('e', 's');7
Telegram;('s', 't');12
Telegram;('t', 'o');10
Telegram;('w', 'e');2
Telegram;('m', 'a');2
Telegram;('a', 'd');3
Telegram;('d', 'e');6
Telegram;(' ', 'p');7
Telegram;('p', 'o');1
Telegram;('o', 's');3
Telegram;('s', 'i');4
Telegram;('i', 'b');1
Telegram;('b', 'l');3
Telegram;(' ', 'b');5
Telegram;('b', 'y');2
Telegram;('y', ' ');2
Telegram;(' ', 'l');10
Telegram;('i', 'k');1
Telegram;('k', 'e');3
Telegram;('u', ' ');5
Telegram;('w', 'h');3
Telegram;('h', 'o');3
Telegram;('o', ' ');12
Telegram;(' ', 'i');9
Telegram;('n', 'v');2
Telegram;('v', 'i');3
Telegram;('i', 't');6
Telegram;('t', 'e');16
Telegram;('e', 'i');2
Telegram;('i', 'r');1
Telegram;('r', ' ');14
Telegram;('r', 'i');2
Telegram;('i', 'e');1
Telegram;('e', 'n');8
Telegram;('d', 's');2
Telegram;('I', 'f');1
Telegram;('f', ' ');10
Telegram;(' ', 'h');5
Telegram;('a', 'v');2
Telegram;(' ', 'c');7
Telegram;('c', 'o');7
Telegram;('n', 't');7
Telegram;('t', 'a');3
Telegram;('t', 's');11
Telegram;('a', 't');22
Telegram;('t', ' ');24
Telegram;('l', 'a');2
Telegram;('f', 'e');3
Telegram;(' ', 'd');3
Telegram;('d', 'a');2
Telegram;('a', 'y');1
Telegram;('y', 's');1
Telegram;('s', ',');6
Telegram;('c', 'a');2
Telegram;('l', 'c');1
Telegram;('m', 'e');4
Telegram;('e', 'm');1
Telegram;('n', 'g');5
Telegram;('g', ' ');2
Telegram;(' ', 'o');17
Telegram;('o', 'f');9
Telegram;('m', 'Γ');1
Telegram;('Γ', 'Ç');11
Telegram;('Ç', 'Ö');1
Telegram;('Ö', 's');1
Telegram;('n', 'i');3
Telegram;('i', 'q');1
Telegram;('q', 'u');1
Telegram;('u', 'e');1
Telegram;('e', 'a');7
Telegram;('t', 'u');2
Telegram;('u', 'c');1
Telegram;('c', 'h');7
Telegram;('h', ' ');3
Telegram;('i', 'm');3
Telegram;('i', 'c');13
Telegram;('c', 'k');1
Telegram;('a', ' ');5
Telegram;(' ', 'v');2
Telegram;('i', 'd');4
Telegram;('e', 'o');4
Telegram;('s', 'a');1
Telegram;('a', 'g');1
Telegram;('g', 'e');2
Telegram;('e', '.');3
Telegram;('T', 'o');3
Telegram;('f', 'i');1
Telegram;('u', 't');4
Telegram;('a', 'b');2
Telegram;('b', 'o');2
Telegram;('l', 'o');2
Telegram;('o', 'o');4
Telegram;('o', 'k');1
Telegram;('h', 't');3
Telegram;('t', 't');3
Telegram;('t', 'p');2
Telegram;('p', 's');4
Telegram;('s', ':');2
Telegram;(':', '/');2
Telegram;('/', '/');2
Telegram;('/', 't');2
Telegram;('t', '.');2
Telegram;('.', 'm');1
Telegram;('e', '/');1
Telegram;('/', 'T');1
Telegram;('m', 'T');1
Telegram;('T', 'i');1
Telegram;('i', 'p');5
Telegram;('s', '/');1
Telegram;('/', '2');1
Telegram;('2', '3');1
Telegram;('3', '3');1
Telegram;('3', ' ');1
Telegram;(' ', 'V');5
Telegram;('V', 'o');6
Telegram;('c', 'e');8
Telegram;(' ', 'C');15
Telegram;('C', 'h');13
Telegram;('2', '.');1
Telegram;('.', '0');1
Telegram;('0', ':');1
Telegram;(':', ' ');2
Telegram;('n', 'n');4
Telegram;('l', 's');6
Telegram;(' ', 'M');3
Telegram;('M', 'i');2
Telegram;('n', 's');5
Telegram;(' ', 'L');4
Telegram;('L', 'i');4
Telegram;('i', 's');13
Telegram;(' ', 'R');5
Telegram;('R', 'e');4
Telegram;('e', 'c');4
Telegram;('r', 'd');4
Telegram;(' ', 'A');3
Telegram;('A', 'd');1
Telegram;('d', 'm');2
Telegram;('o', 'l');2
Telegram;('s', '\\');6
Telegram;('n', 'M');2
Telegram;('C', 'o');1
Telegram;('n', 'c');1
Telegram;('c', 'u');3
Telegram;('r', 'r');2
Telegram;('n', 'Γ');10
Telegram;('Ç', 'ó');10
Telegram;('ó', ' ');10
Telegram;(' ', 'S');4
Telegram;('S', 't');1
Telegram;('r', 't');3
Telegram;('t', 'l');3
Telegram;(' ', 'G');1
Telegram;('G', 'r');1
Telegram;('u', 'p');2
Telegram;(' ', 'H');1
Telegram;('H', 'o');1
Telegram;('d', 'i');2
Telegram;('s', 'c');1
Telegram;('b', 'e');2
Telegram;('p', 'e');8
Telegram;('o', 'p');3
Telegram;('p', 'l');2
Telegram;('m', 'u');1
Telegram;('u', 'l');1
Telegram;('l', 't');1
Telegram;('s', 'l');1
Telegram;('l', 'y');1
Telegram;('y', '.');1
Telegram;('n', 'V');1
Telegram;('g', 's');2
Telegram;('v', 'o');2
Telegram;('s', 'h');3
Telegram;('p', 'u');1
Telegram;('u', 'b');1
Telegram;('r', '.');1
Telegram;('S', 'e');3
Telegram;('e', 'e');2
Telegram;(' ', 'r');3
Telegram;('d', 'o');1
Telegram;('o', 't');1
Telegram;('e', 'x');2
Telegram;('x', 't');2
Telegram;('I', 'm');1
Telegram;('m', 'p');1
Telegram;('p', 'r');1
Telegram;('o', 'v');1
Telegram;(' ', 'P');2
Telegram;('P', 'a');1
Telegram;('c', 'i');2
Telegram;('b', 'i');1
Telegram;('i', 'g');1
Telegram;('g', 'h');1
Telegram;('R', 'a');1
Telegram;('a', 'i');1
Telegram;('o', 'w');1
Telegram;('w', 'a');1
Telegram;('s', 'p');2
Telegram;('a', 'k');2
Telegram;('k', '.');1
Telegram;('f', 'o');3
Telegram;(' ', 'O');1
Telegram;('O', 'r');1
Telegram;('r', 'g');2
Telegram;('g', 'a');1
Telegram;('i', 'z');1
Telegram;('z', 'e');1
Telegram;('C', 'r');1
Telegram;('e', 'p');1
Telegram;(' ', 'I');1
Telegram;('k', 's');1
Telegram;(' ', 'g');1
Telegram;('g', 'i');1
Telegram;('p', 'i');1
Telegram;('c', '.');1
Telegram;(' ', 'J');1
Telegram;('J', 'o');1
Telegram;('h', 'i');4
Telegram;('s', 'o');1
Telegram;('n', 'a');1
Telegram;('a', 'l');1
Telegram;('l', ' ');1
Telegram;('c', 'c');1
Telegram;('n', 'S');1
Telegram;('S', 'w');1
Telegram;('w', 'i');2
Telegram;('A', 'c');1
Telegram;('e', 't');2
Telegram;('r', 'f');1
Telegram;('r', 'm');1
Telegram;('s', 'w');1
Telegram;('e', 'f');1
Telegram;('f', 't');1
Telegram;('t', ':');1
Telegram;('P', 'i');1
Telegram;('n', ',');1
Telegram;('M', 'a');1
Telegram;('r', 'k');1
Telegram;('d', ',');1
Telegram;('A', 'r');1
Telegram;('r', 'c');1
Telegram;('e', ',');1
Telegram;('M', 'u');1
Telegram;(' ', 'D');1
Telegram;('D', 'e');1
Telegram;('M', 'o');1
Telegram;('p', 'd');1
Telegram;('e', ':');1
Telegram;(':', '\\');1
Telegram;('n', 'h');1
Telegram;('.', 'o');1
Telegram;('g', '/');2
Telegram;('/', 'b');1
Telegram;('o', 'g');1
Telegram;('/', 'v');1
Telegram;('e', '-');1
Telegram;('-', 'c');1
Telegram;('s', '-');1
Telegram;('-', 'o');1
Telegram;('n', '-');1
Telegram;('-', 's');1
blondtrip24;('D', 'o');1
blondtrip24;('o', ' ');16
blondtrip24;(' ', 'u');8
blondtrip24;('u', ' ');13
blondtrip24;(' ', 'r');5
blondtrip24;('r', 'e');14
blondtrip24;('e', 'c');4
blondtrip24;('c', 'o');5
blondtrip24;('o', 'g');1
blondtrip24;('g', 'n');1
blondtrip24;('n', 'i');1
blondtrip24;('i', 'z');1
blondtrip24;('z', 'e');1
blondtrip24;('e', ' ');35
blondtrip24;(' ', 'm');16
blondtrip24;('m', 'e');12
blondtrip24;('e', '?');4
blondtrip24;('?', ' ');12
blondtrip24;(' ', 'i');16
blondtrip24;('i', 'o');3
blondtrip24;('o', 'n');9
blondtrip24;('n', 'o');6
blondtrip24;(' ', 'h');10
blondtrip24;('h', 'o');6
blondtrip24;('o', 'w');5
blondtrip24;('w', ' ');3
blondtrip24;('i', ' ');2
blondtrip24;('h', 'a');12
blondtrip24;('a', 'v');3
blondtrip24;('v', 'e');7
blondtrip24;(' ', 'y');13
blondtrip24;('y', 'o');10
blondtrip24;('o', 'u');13
blondtrip24;('u', 'r');4
blondtrip24;('r', ' ');5
blondtrip24;(' ', 'n');10
blondtrip24;('n', 'u');2
blondtrip24;('u', 'm');2
blondtrip24;('m', ' ');7
blondtrip24;('i', 'n');10
blondtrip24;('n', ' ');10
blondtrip24;('m', 'y');3
blondtrip24;('y', ' ');14
blondtrip24;(' ', 'c');7
blondtrip24;('n', 't');5
blondtrip24;('t', 'a');6
blondtrip24;('a', 'c');3
blondtrip24;('c', 't');1
blondtrip24;('t', 's');2
blondtrip24;('s', ' ');6
blondtrip24;(' ', 'b');5
blondtrip24;('b', 'u');3
blondtrip24;('u', 't');4
blondtrip24;('t', ' ');22
blondtrip24;('i', 't');8
blondtrip24;('o', 'm');6
blondtrip24;('m', 'm');1
blondtrip24;('e', 'n');1
blondtrip24;('n', 'd');3
blondtrip24;('d', 'e');3
blondtrip24;('e', 'd');3
blondtrip24;('d', ' ');11
blondtrip24;(' ', 'I');7
blondtrip24;('I', ' ');6
blondtrip24;(' ', 'a');15
blondtrip24;('a', 'd');4
blondtrip24;('d', 'd');1
blondtrip24;('y', 'a');3
blondtrip24;('a', ',');1
blondtrip24;(',', ',');3
blondtrip24;(',', ' ');2
blondtrip24;(' ', 'M');1
blondtrip24;('M', 'y');1
blondtrip24;(' ', 'g');8
blondtrip24;('g', 'i');1
blondtrip24;('i', 'r');2
blondtrip24;('r', 'l');1
blondtrip24;('l', ' ');6
blondtrip24;('a', 'n');14
blondtrip24;('g', 'o');1
blondtrip24;('o', 'i');2
blondtrip24;('n', 'g');2
blondtrip24;('g', ' ');2
blondtrip24;('t', 't');4
blondtrip24;('t', 'y');1
blondtrip24;(' ', 'o');9
blondtrip24;('o', 'v');1
blondtrip24;('e', 'r');6
blondtrip24;('h', 'e');5
blondtrip24;(' ', 'w');13
blondtrip24;('w', 'i');2
