Sender Names|Sender AppID|Recipient Names|Recipient AppID|Text|Timestamp|Direction
Jose Topgun|100064031851829|Goldy Finger|100063606951015||15.03.2021 17:28:05 UTC+01:00  |Incoming
Jose Topgun|100064031851829|Goldy Finger|100063606951015|Fancy a beer?|15.03.2021 17:28:12 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Jose Topgun|100064031851829|Give me two|15.03.2021 21:20:18 UTC+01:00  |Outgoing
Jose Topgun|100064031851829|Goldy Finger|100063606951015||20.03.2021 16:03:16 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Jose Topgun|100064031851829||20.03.2021 17:19:08 UTC+01:00  |Outgoing
Jose Topgun|100064031851829|Goldy Finger|100063606951015||21.03.2021 14:23:05 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Jose Topgun|100064031851829||22.03.2021 10:45:13 UTC+01:00  |Outgoing
Jose Topgun|100064031851829|Goldy Finger|100063606951015|Probably wise...|22.03.2021 10:45:13 UTC+01:00|Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015||20.02.2021 18:40:15 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962||20.02.2021 18:46:25 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962|You need some? I know a dude|21.02.2021 08:22:36 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Yes good thinking. Be stupid to get caught with our real phones....|21.02.2021 08:25:01 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Yep|21.02.2021 08:27:24 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||21.02.2021 08:27:33 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|I fix|21.02.2021 08:27:41 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|What's up.  You busy tonight?|22.02.2021 20:02:58 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|U like?|22.02.2021 20:46:21 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015||22.02.2021 20:46:26 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Yes where|22.02.2021 20:59:22 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||22.02.2021 22:08:26 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015||22.02.2021 22:08:33 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015||22.02.2021 22:08:35 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Easy access|22.02.2021 22:08:45 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015||23.02.2021 13:20:27 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Thanks will set up sometime this week ≡ƒæì|23.02.2021 13:20:45 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Escape routes?|23.02.2021 13:21:06 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Tunnelbana?|25.02.2021 19:49:30 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Bunny girl?|25.02.2021 19:49:31 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015||25.02.2021 19:49:38 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015||25.02.2021 19:51:01 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|You like?|26.02.2021 13:18:02 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|CanΓÇÖt see the attachment|26.02.2021 13:33:27 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Bugger.|26.02.2021 13:35:55 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015||26.02.2021 13:36:01 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Nice go grab|26.02.2021 13:47:20 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|I grabbed and got. Come get it≡ƒÿü|26.02.2021 14:05:36 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Ha ha nice|26.02.2021 20:18:27 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962||01.03.2021 18:17:16 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Food is on|01.03.2021 18:17:21 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Golden balls?|02.03.2021 08:34:46 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|You wish|02.03.2021 09:57:37 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||02.03.2021 19:03:21 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Business class waste?|02.03.2021 19:03:37 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|No other things flying now|03.03.2021 08:45:02 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962||03.03.2021 08:45:20 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962||03.03.2021 13:06:44 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Looks like gold to me?!|03.03.2021 13:06:51 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Sell it... we need the cash ≡ƒÆ╕|03.03.2021 13:38:19 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|I need to snatch it first...|03.03.2021 20:19:56 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Old lady came back too fast|03.03.2021 20:20:07 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Right. OK next time.|03.03.2021 21:35:03 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Yep|04.03.2021 08:34:05 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962||06.03.2021 17:59:29 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|U likey da bling baby?|07.03.2021 08:00:08 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Yes yes yes|07.03.2021 10:33:59 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Whatever u like Angel....|07.03.2021 15:55:58 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962||07.03.2021 18:18:14 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||09.03.2021 19:41:59 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Gazelle head on a wall in a house round here . More money than sense?|09.03.2021 20:08:38 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|No sellable though|09.03.2021 20:12:38 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||11.03.2021 19:47:35 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Do you want to build a snowman?|11.03.2021 19:47:45 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Yeah cool guy ≡ƒÿé|12.03.2021 08:03:50 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||13.03.2021 11:45:33 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015||13.03.2021 16:09:58 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Is happy times|13.03.2021 18:32:40 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Celebrate with a pair of diamond earrings?|13.03.2021 18:33:23 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015||13.03.2021 18:33:28 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Yeahhhh IΓÇÖm impressed|13.03.2021 18:35:24 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Going back now|15.03.2021 08:27:27 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Naxos is ≡ƒÆ░|15.03.2021 08:27:27 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Naxos in Greece or Nacka in Sweden?|15.03.2021 10:38:39 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Either ≡ƒÿâ|15.03.2021 21:19:49 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Closer with Nacka|15.03.2021 21:20:08 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||15.03.2021 21:23:04 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|YouΓÇÖve been out today?|15.03.2021 21:23:53 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||15.03.2021 21:26:00 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Seeing the sights|15.03.2021 21:26:05 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Wow|15.03.2021 22:46:04 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962||15.03.2021 22:46:18 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962|YeAh me too ≡ƒñú|15.03.2021 22:46:31 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|So exotic ≡ƒÿì|16.03.2021 09:41:46 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015||16.03.2021 16:24:46 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Depression era.|16.03.2021 16:24:52 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Ha ha|16.03.2021 19:23:25 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||18.03.2021 14:33:27 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Zoom, zoom, zoom...|18.03.2021 14:33:33 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Want this one?\nhttps://variadesign.se/vikingasmycken/61-halsband-golden-wolf?fbclid=IwAR2Nx8kGgB8gvkmlSAfH1fTklSFRqLxxxagB5miTeTEYts5J9Gog6SDN1zE#&gid=1&pid=1|18.03.2021 14:35:55 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962||19.03.2021 10:18:56 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015|On ya bike !|19.03.2021 10:28:36 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Good getaway thingy in the city|19.03.2021 10:40:26 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||19.03.2021 11:42:14 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Also getaway thingy in the city|19.03.2021 11:42:26 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|But they cost.....|19.03.2021 13:38:06 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||19.03.2021 20:13:44 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Work time|20.03.2021 16:42:23 UTC+01:00  |Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962||20.03.2021 16:42:24 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||20.03.2021 16:45:47 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015||21.03.2021 12:20:02 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Yeo!!!!! Fav|22.03.2021 10:44:46 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||24.03.2021 18:28:00 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Oh wooow|26.03.2021 13:22:58 UTC+01:00  |Outgoing
Rupert Beae|100063691416962|Goldy Finger|100063606951015||26.03.2021 18:36:56 UTC+01:00  |Incoming
Rupert Beae|100063691416962|Goldy Finger|100063606951015|Yes who hoo|26.03.2021 18:42:44 UTC+01:00  |Incoming
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Perfect|27.03.2021 09:29:25 UTC+01:00|Outgoing
Goldy Finger|100063606951015|Rupert Beae|100063691416962|Wooooooow|27.03.2021 09:29:25 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150||20.02.2021 17:12:38 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85||20.02.2021 18:53:27 UTC+01:00  |Outgoing
Goldy Finger|46702578150|Goose System|46 73-667 37 85|CanΓÇÖt wait.....so hungry....when u back|20.02.2021 18:54:30 UTC+01:00  |Outgoing
Goldy Finger|46702578150|Goose System|46 73-667 37 85||20.02.2021 18:55:27 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Pizza is good ...|21.02.2021 08:21:09 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85||21.02.2021 08:42:20 UTC+01:00  |Outgoing
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Feelin sick today|21.02.2021 08:42:40 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150||21.02.2021 08:42:59 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150||21.02.2021 12:39:11 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150||21.02.2021 12:39:25 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Yeah salad for me|21.02.2021 12:39:54 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Okey dokey|21.02.2021 12:40:12 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|How long|21.02.2021 12:42:03 UTC+01:00  |Outgoing
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Meet for Coffee tomorrow?|21.02.2021 19:07:12 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Sounds good. Where will it be?|21.02.2021 19:08:46 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Of course I am!|22.02.2021 10:04:39 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150||22.02.2021 10:04:56 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Going out looking for targets|22.02.2021 18:10:12 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Nice roll|22.02.2021 20:58:14 UTC+01:00  |Outgoing
Goldy Finger|46702578150|Goose System|46 73-667 37 85|IΓÇÖve done 0 today|22.02.2021 20:58:36 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150||22.02.2021 22:06:59 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85||23.02.2021 13:18:47 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Off out with Mav again tonight. keep the dinner warm|23.02.2021 18:12:47 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Right. Good man. All nice here|23.02.2021 20:06:18 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150|We bagged some bling from the last place .... ≡ƒÖé|24.02.2021 14:02:12 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Great ≡ƒÿÄ|24.02.2021 18:48:57 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150|tavged|24.02.2021 18:49:52 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85||24.02.2021 18:50:04 UTC+01:00  |Outgoing
Goldy Finger|46702578150|Goose System|46 73-667 37 85||26.02.2021 13:33:53 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150||26.02.2021 18:59:37 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150|The road to nowhere baby ≡ƒÑ║|26.02.2021 18:59:48 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85||28.02.2021 12:36:58 UTC+01:00  |Outgoing
Goldy Finger|46702578150|Goose System|46 73-667 37 85||28.02.2021 12:37:15 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150||28.02.2021 19:40:59 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Cool ≡ƒÿÄ|28.02.2021 19:41:09 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85||01.03.2021 09:24:33 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150||01.03.2021 18:13:06 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Any value in brass|02.03.2021 12:08:09 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150||02.03.2021 20:23:36 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85||03.03.2021 08:44:31 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Heading out looking for some goodies|03.03.2021 17:43:22 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150||03.03.2021 18:25:32 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150||03.03.2021 18:35:09 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Its all a load of rubbish|03.03.2021 18:35:10 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150|ur full of shit man|03.03.2021 19:54:08 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Or a place to dump our stuff|03.03.2021 20:22:05 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Hey good thinking.|03.03.2021 20:23:43 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Nobody would look there for our stash....|03.03.2021 20:23:57 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Just need to check when they actually empty the dumpsters|03.03.2021 20:24:28 UTC+01:00  |Outgoing
Goldy Finger|46702578150|Goose System|46 73-667 37 85|ItΓÇÖs clever though|03.03.2021 20:24:40 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150||03.03.2021 20:24:57 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|IΓÇÖm on it|03.03.2021 20:25:20 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150||05.03.2021 19:11:45 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Do u have nice bumps|05.03.2021 19:11:47 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150||05.03.2021 19:12:11 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|IΓÇÖm meeting a contact later...any bling to move|12.03.2021 08:07:17 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150||12.03.2021 18:27:28 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150|This needs to go|12.03.2021 18:27:38 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150|https://youtu.be/IIW9sL-Yf6Q|12.03.2021 20:28:31 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150||15.03.2021 16:07:28 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Golf peg?|15.03.2021 21:22:48 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150||15.03.2021 22:33:19 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Bless|15.03.2021 22:45:27 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150|That's what you get for wearing pink pants|16.03.2021 09:38:15 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Pink panther = sexy|16.03.2021 19:23:16 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150||17.03.2021 12:05:08 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Yeeezzzzz|17.03.2021 12:14:54 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150|He even does rocks now?|20.03.2021 15:29:13 UTC+01:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150||20.03.2021 15:29:17 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85|Hard as stone|20.03.2021 17:20:47 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150||21.03.2021 14:22:35 UTC+01:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85||22.03.2021 10:44:26 UTC+01:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Daddy Long Legs|30.03.2021 17:59:33 UTC+02:00  |Incoming
Goose System|46 73-667 37 85|Goldy Finger|46702578150||30.03.2021 17:59:37 UTC+02:00  |Incoming
Goldy Finger|46702578150|Goose System|46 73-667 37 85||31.03.2021 17:09:11 UTC+02:00  |Outgoing
Goose System|46 73-667 37 85|Goldy Finger|46702578150|Oh wow . Dangerous stuff to mix pleasure and business ≡ƒÿÄ|31.03.2021 18:23:20 UTC+02:00  |Incoming
