Platform|Sender Name|Sender AppID|Recipient Name|Recipient AppID|Text|Timestamp|Direction|Attachments
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757||19.03.2021 11:44:41 UTC+01:00  |Incoming|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|What time do ya think?|19.03.2021 14:47:11 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Next 30 mins???|19.03.2021 16:45:16 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Yer OK I can do that. See you there shortly. Bring the packages 📦|19.03.2021 16:46:31 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Ok and you bring the money. By the way stop calling me 'shortly'|19.03.2021 16:47:09 UTC+01:00  |Outgoing|
Telegram|Bad Boy|1585569757|Maverick SOB||Pleasure doing business with you...|19.03.2021 17:30:03 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757||19.03.2021 17:30:17 UTC+01:00  |Incoming|"{""Path"": ""BadBoy_Samsung_S8/Attachments/File/0/Messages-Chat/Messages-Chat_90/400120200885_316598.jpg"", ""id"": 36}"
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Good idea to make it look like you were just picking up a regular parcel.|19.03.2021 17:30:38 UTC+01:00  |Incoming|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|That was an expensive trade|19.03.2021 17:59:40 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||One good deal, deserves another..|20.03.2021 13:28:09 UTC+01:00  |Outgoing|
Telegram|Bad Boy|1585569757|Maverick SOB||So how about a drugs trade?|20.03.2021 16:41:51 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757||20.03.2021 17:14:47 UTC+01:00  |Incoming|"{""Path"": ""BadBoy_Samsung_S8/Attachments/File/0/Messages-Chat/Messages-Chat_95/400168300009_138651.jpg"", ""id"": 41}"
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Funnily enough I have a kilo of white powder available...|20.03.2021 17:15:08 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Well how convenient? So what's the price of that then?|20.03.2021 17:15:42 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757||20.03.2021 17:16:44 UTC+01:00  |Incoming|"{""Path"": ""BadBoy_Samsung_S8/Attachments/File/0/Messages-Chat/Messages-Chat_98/4_5958329299911051784.png"", ""id"": 44}, {""Path"": ""BadBoy_Samsung_S8/Attachments/File/0/Messages-Chat/Messages-Chat_98/4_5958329299911051784(2).png"", ""id"": 46}"
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|$110,000 allowing for inflation...|20.03.2021 17:17:26 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||🤬 fuck that's expensive|20.03.2021 17:18:59 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Yes well finest quality,  very cheap to you my friend. You can cut it down and quadruple the value...|20.03.2021 17:24:12 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Ok I need time to find the cash|20.03.2021 17:24:38 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Tick tock....|20.03.2021 17:24:51 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Ok I can get the cash. Just need 48hrs. When can we trade?|21.03.2021 12:16:12 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Just what I needed to hear thank you. Let's do Wednesday evening.|21.03.2021 12:17:46 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||You ready for an exchange?|24.03.2021 08:59:13 UTC+01:00  |Outgoing|
Telegram|Bad Boy|1585569757|Maverick SOB||Yes let's do this.|24.03.2021 18:05:58 UTC+01:00  |Outgoing|
Telegram|Bad Boy|1585569757|Maverick SOB|||24.03.2021 18:06:41 UTC+01:00  |Outgoing|
Telegram|Bad Boy|1585569757|Maverick SOB||Meet me here in 30 mins|24.03.2021 18:06:54 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|👌|24.03.2021 18:07:23 UTC+01:00  |Incoming|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|I will be there bring the cash and you get the delivery of powder....|24.03.2021 18:07:51 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||You there yet. Getting nervous carrying this much cash..|24.03.2021 18:30:12 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|10.minutes|24.03.2021 18:31:14 UTC+01:00  |Incoming|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|OK I'm here now. Black jacket. Where are you at???|24.03.2021 18:39:35 UTC+01:00  |Incoming|"{""Path"": ""BadBoy_Samsung_S8/Attachments/File/0/Messages-Chat/Messages-Chat_114/400082500986_448193.jpg"", ""id"": 60}"
Telegram|Bad Boy|1585569757|Maverick SOB||Yes ok I around the back of the shop...|24.03.2021 18:40:18 UTC+01:00  |Outgoing|
Telegram|Bad Boy|1585569757|Maverick SOB||Black BMW|24.03.2021 18:40:46 UTC+01:00  |Outgoing|"{""Path"": ""BadBoy_Samsung_S8/Attachments/File/0/Messages-Chat/Messages-Chat_116/400090100879_434033.jpg"", ""id"": 62}"
Telegram|Bad Boy|1585569757|Maverick SOB|||24.03.2021 18:41:27 UTC+01:00  |Outgoing|"{""Path"": ""BadBoy_Samsung_S8/Attachments/File/0/Messages-Chat/Messages-Chat_117/400119700202_330235.jpg"", ""id"": 63}"
Telegram|Bad Boy|1585569757|Maverick SOB||Here|24.03.2021 18:41:29 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|OK yes yes I see you 👀|24.03.2021 18:41:49 UTC+01:00  |Incoming|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757||24.03.2021 18:42:16 UTC+01:00  |Incoming|"{""Path"": ""BadBoy_Samsung_S8/Attachments/File/0/Messages-Chat/Messages-Chat_120/400119700069_329984.jpg"", ""id"": 66}"
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Pleasure doing business with you|24.03.2021 18:59:06 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Glad we can work together again. I'll be back for more in due coursem|24.03.2021 19:00:03 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Yer absolutely|24.03.2021 19:02:08 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Business is booming. Going to need another delivery in 2 weeks. Can you deliver?|25.03.2021 18:45:06 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Wow really??? OK let me check ✔|25.03.2021 18:46:58 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Make it a week. This stuff is selling so fast I can't keep up. Need new packages asap|26.03.2021 18:58:26 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|God damn. OK I will put another call in...|26.03.2021 19:00:33 UTC+01:00  |Incoming|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757||26.03.2021 19:05:23 UTC+01:00  |Incoming|"{""Path"": ""BadBoy_Samsung_S8/Attachments/File/0/Messages-Chat/Messages-Chat_128/400088000047_432677.jpg"", ""id"": 74}"
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Are you watching me ???|26.03.2021 19:05:31 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||No man..stop being so paranoid|26.03.2021 19:06:35 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|OK ok|27.03.2021 14:35:10 UTC+01:00  |Incoming|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|So you still want stuff???|27.03.2021 14:35:27 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Yer man. Which bit of that last message didn't you understand? I can sell this shit all day long. I am raking in cash...|27.03.2021 14:43:00 UTC+01:00  |Outgoing|
Telegram|Bad Boy|1585569757|Maverick SOB||Give me a delivery date please!|27.03.2021 14:43:23 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|OK ok working on it|27.03.2021 14:43:50 UTC+01:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB|||27.03.2021 15:05:37 UTC+01:00  |Outgoing|"{""Path"": ""BadBoy_Samsung_S8/Attachments/File/0/Messages-Chat/Messages-Chat_136/400091100976_440025.jpg"", ""id"": 82}"
Telegram|Bad Boy|1585569757|Maverick SOB||I need more white lines, this big!|27.03.2021 15:05:49 UTC+01:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757||27.03.2021 15:06:36 UTC+01:00  |Incoming|"{""Path"": ""BadBoy_Samsung_S8/Attachments/File/0/Messages-Chat/Messages-Chat_138/4_5950916388221616700.mp4"", ""id"": 84}"
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Yer OK man I got the message|27.03.2021 15:06:54 UTC+01:00  |Incoming|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757||29.03.2021 18:01:47 UTC+02:00  |Incoming|"{""Path"": ""BadBoy_Samsung_S8/Attachments/File/0/Messages-Chat/Messages-Chat_140/400094600901_435484.jpg"", ""id"": 86}"
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|A package has arrived....|29.03.2021 18:01:58 UTC+02:00  |Incoming|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|You still in the market ???|29.03.2021 18:02:10 UTC+02:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Yes yes yes|29.03.2021 18:02:58 UTC+02:00  |Outgoing|
Telegram|Bad Boy|1585569757|Maverick SOB||How much|29.03.2021 18:03:01 UTC+02:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Not as big a quantity available this time. 15,000kr for 100 grams|29.03.2021 18:03:57 UTC+02:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Yes deal. I get cash in 24hrs . Can we meet tomorrow at location you choose???|29.03.2021 18:04:39 UTC+02:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Yep. Will let you know.|29.03.2021 18:05:03 UTC+02:00  |Incoming|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Need to speak to someone...|29.03.2021 18:18:36 UTC+02:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Ok 1830hrs ish @ Barkaby Coop tomorrow night. The one by the train station.|29.03.2021 19:25:48 UTC+02:00  |Outgoing|
Telegram|Bad Boy|1585569757|Maverick SOB||Is that the one at Jaktplan 1?|29.03.2021 19:27:16 UTC+02:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|OK that works.  See you tomorrow|29.03.2021 19:28:05 UTC+02:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Ok are we still up for an exchange this evening???|30.03.2021 15:44:22 UTC+02:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Yes be there sometime between 6.30-7pm. Will let you know when I leave with a 30 min warning.|30.03.2021 15:45:55 UTC+02:00  |Incoming|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Bring the cash 💸|30.03.2021 15:46:48 UTC+02:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Yes obviously.  15,000kr is the deal. I will be there.|30.03.2021 16:03:53 UTC+02:00  |Outgoing|
Telegram|Bad Boy|1585569757|Maverick SOB|||30.03.2021 16:04:44 UTC+02:00  |Outgoing|"{""Path"": ""BadBoy_Samsung_S8/Attachments/File/0/Messages-Chat/Messages-Chat_156/400086800267_448191.jpg"", ""id"": 102}"
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Good 👍|30.03.2021 16:35:20 UTC+02:00  |Incoming|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|OK got some jobs done and on schedule. Be there on time or early|30.03.2021 17:39:34 UTC+02:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Ok.... get there when I can. I come alone by train..|30.03.2021 17:39:59 UTC+02:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|As and when. Just bring the 💰|30.03.2021 17:40:23 UTC+02:00  |Incoming|
Telegram|Bad Boy|1585569757|Maverick SOB||Be there soon man. U got the gear???|30.03.2021 18:17:50 UTC+02:00  |Outgoing|
Telegram|Maverick SOB|1605396189|Bad Boy|1585569757|Yes you can trust me :)|30.03.2021 18:18:27 UTC+02:00  |Incoming|
